trades,wr,pf,avg_r,expectancy,regime
18,0.9444444444444444,22.66666666666668,1.2037037037037044,1.2037037037037044,vol_high_vol
25,0.96,32.000000000000114,1.2400000000000047,1.2400000000000047,trend_bull
