date,ticker,close,price_pred,price_real,price_error,price_error_pct,prob_win,y_hat,y_H3,confidence_score,confidence_level,signal_direction,tradeable,trading_signal,direction_correct,abs_price_error_pct,accuracy_rolling,mae_rolling,accuracy_rolling_global,mae_rolling_global,macro_risk
2020-01-02,CVX,92.9178695678711,91.0393023730605,91.10436248779295,0.0650601147324607,0.0714637667870714,0.02,-0.0202175017953723,-0.0195173123158347,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.07146376678707145,1.0,0.07146376678707145,0.6,1.24351382199701,MEDIUM
2020-01-03,CVX,92.59650421142578,90.36259270383707,90.06367492675781,-0.2989177770792537,-0.3307981412828151,0.02,-0.0241252251001617,-0.0273534007167781,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.3307981412828151,1.0,0.20113095403494327,1.0,0.8638487364378994,MEDIUM
2020-01-06,CVX,92.2827606201172,89.93777665913727,89.91828918457031,-0.0194874745669579,-0.0216677299471335,0.02,-0.0254108562121703,-0.0256220275559403,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.021667729947133563,1.0,0.1413098793390067,0.4,1.3845068054763616,MEDIUM
2020-01-07,CVX,91.10436248779295,89.20635750625166,89.09954833984375,-0.1068091664079133,-0.119732684299354,0.06,-0.0208333051207685,-0.0220056876883126,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.119732684299354,1.0,0.13591558057909353,0.4,1.3774784017174106,MEDIUM
2020-01-08,CVX,90.06367492675781,88.26482450557039,89.26791381835938,1.0030893127889868,1.1364542085796383,0.06,-0.0199730959529499,-0.0088355389566945,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.1364542085796385,1.0,0.3360233061792025,0.4,1.9345340829944786,MEDIUM
2020-01-09,CVX,89.91828918457031,88.08050107286951,88.99241638183594,0.911915308966428,1.0353203011549574,0.035,-0.0204384239109406,-0.0102968240513772,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.0353203011549574,1.0,0.5287946130527797,0.4,1.6868866045082327,MEDIUM
2020-01-10,CVX,89.09954833984375,87.31390366149424,88.86234283447266,1.5484391729784193,1.7734164984554306,0.055,-0.0200410070715364,-0.0026622526128453,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.7734164984554306,1.0,0.8173182844873029,0.6,1.0947878480364532,MEDIUM
2020-01-13,CVX,89.26791381835938,87.5729597295208,89.4438705444336,1.87091081491279,2.13640240171317,0.155,-0.0189872711967642,0.0019711083025,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,2.1364024017131706,0.8,1.2402652188405103,0.2,1.36365769011346,MEDIUM
2020-01-14,CVX,88.99241638183594,87.23589702440904,88.44148254394531,1.205585519536271,1.3819832897447506,0.03,-0.0197378544020007,-0.0061907953541429,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.3819832897447506,0.8,1.4927153399295896,0.4,2.3436332568658833,MEDIUM
2020-01-15,CVX,88.86234283447266,86.9810958068457,86.7044677734375,-0.2766280334082012,-0.3180323619082638,0.055,-0.0211703514404434,-0.0242833464908157,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.3180323619082638,0.8,1.3290309705953147,0.8,1.7143212854478165,MEDIUM
2020-01-16,CVX,89.4438705444336,86.95329486623847,86.39075469970703,-0.5625401665314342,-0.6469451990252906,0.03,-0.0278451241324342,-0.0341344334289497,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.6469451990252906,0.8,1.2513559501693812,0.8,1.4512319831026317,MEDIUM
2020-01-17,CVX,88.44148254394531,86.7446426731778,86.54379272460938,-0.2008499485684183,-0.2315416173021171,0.035,-0.0191860179404431,-0.021457010497229,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.23154161730211714,0.8,0.9429809739387185,0.4,1.627778782276667,MEDIUM
2020-01-21,CVX,86.7044677734375,84.85983201955247,85.58728790283203,0.7274558832795606,0.8572440764576911,0.12,-0.0212749792629503,-0.0128849169978726,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.8572440764576911,1.0,0.6871493088876226,0.4,2.0579529836532187,MEDIUM
2020-01-22,CVX,86.39075469970703,84.84108663056999,84.47010803222656,-0.3709785983434273,-0.4372629030068977,0.125,-0.017937892480783,-0.0222320857614521,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.4372629030068977,1.0,0.49820523154005203,0.2,3.3732053353339295,MEDIUM
2020-01-23,CVX,86.54379272460938,85.03574155626887,85.02869415283203,-0.007047403436843,-0.0082875780323262,0.155,-0.0174252955742218,-0.0175067272195769,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.008287578032326257,1.0,0.43625627476486456,0.2,2.1918989343773294,MEDIUM
2020-01-24,CVX,85.58728790283203,83.95269746547712,84.45480346679688,0.5021060013197598,0.598082034858064,0.13,-0.0190985189203645,-0.0132319233823704,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.598082034858064,1.0,0.4264836419314193,0.4,2.8899514570354343,MEDIUM
2020-01-27,CVX,84.47010803222656,82.67399202830912,85.24295806884766,2.568966040538541,3.107344858415545,0.225,-0.0212633326245091,0.0091493908866109,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,3.107344858415545,0.8,1.001644290154105,0.2,2.496881752545876,MEDIUM
2020-01-28,CVX,85.02869415283203,82.05457441086097,81.98320770263672,-0.0713667082242466,-0.0869746857340354,0.09,-0.0349778362657826,-0.0358171612599542,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.08697468573403548,0.8,0.8475904120093738,0.4,4.837053949629787,MEDIUM
2020-01-29,CVX,84.45480346679688,81.90073332770922,81.32515716552734,-0.5755761621818749,-0.7027729042166488,0.13,-0.0302418575882636,-0.0370570550495679,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.7027729042166488,0.8,0.900692412251324,0.8,3.0849394269997896,MEDIUM
2020-01-30,CVX,85.24295806884766,82.76078524882331,81.76130676269531,-0.9994784861279982,-1.2076715839790908,0.19,-0.0291188020249085,-0.0408438583670494,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.2076715839790908,0.8,1.140569213440677,0.4,3.241258140492165,MEDIUM
2020-01-31,CVX,81.98320770263672,81.04474344144266,84.38593292236328,3.341189480920619,4.122647983128889,0.29,-0.0114470302820789,0.0293075287861575,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,4.122647983128889,0.6,1.845482403094842,0.4,3.8649919818416847,MEDIUM
2020-02-03,CVX,81.32515716552734,79.53462691019021,83.78141784667969,4.246790936489475,5.339549704916468,0.22,-0.022016929542389,0.0302029626103632,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,5.339549704916468,0.6,2.2919233723950265,0.4,4.0376305205096585,MEDIUM
2020-02-04,CVX,81.76130676269531,79.72026793930509,83.36054992675781,3.640281987452724,4.566319308189289,0.245,-0.024963383098978,0.019559902200489,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,4.566319308189289,0.4,3.1877922968860775,0.2,2.189262763118733,MEDIUM
2020-02-05,CVX,84.38593292236328,82.14398115461445,84.01100158691406,1.8670204322996116,2.272863338319865,0.165,-0.0265678376727964,-0.004443054931847,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,2.2728633383198655,0.4,3.501810383706721,0.4,3.704405830817297,MEDIUM
2020-02-06,CVX,83.78141784667969,82.2026735499397,85.09757232666016,2.894898776720453,3.521660125764336,0.195,-0.0188436092073434,0.01570938417859,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,3.5216601257643356,0.2,3.964608092063769,0.4,3.9915559026536704,MEDIUM
2020-02-07,CVX,83.36054992675781,82.7007482081742,85.7326889038086,3.0319406956343897,3.666158724468119,0.25,-0.0079150355793397,0.0284563738979048,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,3.6661587244681186,0.2,3.873310240331615,0.6,4.165852651336091,MEDIUM
2020-02-10,CVX,84.01100158691406,81.8068821759509,85.44190216064453,3.635019984693628,4.443415869187383,0.195,-0.0262360806243082,0.0170322998976524,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,4.443415869187383,0.2,3.694083473185798,0.4,3.3000392044132028,MEDIUM
2020-02-11,CVX,85.09757232666016,82.64337441439812,85.21741485595703,2.574040441558907,3.1146361820270223,0.14,-0.0288398111151893,0.001408295513259,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,3.1146361820270223,0.2,3.4037468479533453,0.6,2.018865227053886,MEDIUM
2020-02-12,CVX,85.7326889038086,83.32270101635187,85.34127044677734,2.0185694304254724,2.422592409755576,0.13,-0.0281104899224694,-0.0045655684201205,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,2.422592409755576,0.2,3.4336926622404875,0.6,3.20551196168188,MEDIUM
2020-02-13,CVX,85.44190216064453,82.5139342566961,85.72831726074219,3.214383004046084,3.895563862033682,0.15,-0.034268524341176,0.0033521620288736,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,3.895563862033682,0.2,3.508473409494356,0.2,4.069033966469902,MEDIUM
2020-02-14,CVX,85.21741485595703,82.61510458422961,85.00839233398438,2.393287749754762,2.896913054579146,0.165,-0.0305373059735043,-0.0024528146309761,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,2.896913054579146,0.4,3.3546242755165623,0.4,3.112499243517767,MEDIUM
2020-02-18,CVX,85.34127044677734,82.73519119156059,84.3890609741211,1.6538697825605055,1.9989919147358044,0.145,-0.0305371509185819,-0.011157666949077,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.9989919147358044,0.6,2.8657394846262463,1.0,2.2302290388739685,MEDIUM
2020-02-19,CVX,85.72831726074219,83.11938857813213,81.06027221679688,-2.0591163613352563,-2.477299696928941,0.175,-0.0304325194518284,-0.0544516117089698,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,2.477299696928941,0.8,2.73827218760663,0.8,7.21039431744286,MEDIUM
2020-02-20,CVX,85.00839233398438,81.7794117579086,77.96369934082031,-3.815712417088292,-4.665859456636759,0.15,-0.0379842564648161,-0.0828705590088869,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,4.665859456636759,0.8,3.1869255969828663,0.6,9.219608046355024,MEDIUM
2020-02-21,CVX,84.3890609741211,80.89332397251898,75.8967514038086,-4.996572568710391,-6.176742805633531,0.15,-0.0414240537961919,-0.1006328245898691,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,6.176742805633531,1.0,3.643161385702837,0.6,7.533770290883629,MEDIUM
2020-02-24,CVX,81.06027221679688,76.4489061988266,72.86985778808594,-3.5790484107406684,-4.681621475959851,0.105,-0.05688811413854,-0.1010410427293601,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,4.681621475959851,1.0,4.000103069978978,0.4,7.964384523722094,MEDIUM
2020-02-25,CVX,77.96369934082031,75.3356567144179,72.25828552246094,-3.0773711919569564,-4.084880023841357,0.11,-0.0337085419063282,-0.073180388650082,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,4.084880023841357,1.0,4.417280691800089,0.4,4.6852731868056665,MEDIUM
2020-02-26,CVX,75.8967514038086,73.92679391619772,74.77424621582031,0.8474522996225886,1.1463398515337313,0.165,-0.025955755037916,-0.0147898976863448,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.1463398515337313,1.0,4.151088722721046,0.2,2.7256125070475976,MEDIUM
2020-02-27,CVX,72.86985778808594,71.73557681962036,73.07112884521484,1.335552025594481,1.861770804398404,0.23,-0.0155658457817249,0.0027620618900372,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,1.8617708043984038,0.8,3.590270992273375,0.6,2.963564521255937,MEDIUM
2020-02-28,CVX,72.25828552246094,71.64889901131734,76.27609252929688,4.627193517979535,6.458150204441584,0.245,-0.0084334482438581,0.0556034090455554,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,6.458150204441584,0.6,3.646552472034986,0.6,6.264393460928249,MEDIUM
2020-03-02,CVX,74.77424621582031,72.35965708949784,75.23873901367188,2.879081924174031,3.978849596554951,0.16,-0.0322917213950009,0.006211935544103,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,3.9788495965549506,0.4,3.5059980961540056,0.4,2.8075216491871005,MEDIUM
2020-03-03,CVX,73.07112884521484,70.35886417905566,73.79108428955078,3.4322201104951238,4.878163043906588,0.155,-0.0371181437733709,0.0098528030935582,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,4.878163043906588,0.2,3.664654700167052,0.4,2.0842665844004125,MEDIUM
2020-03-04,CVX,76.27609252929688,70.37372966014493,62.44992446899414,-7.923805191150791,-11.259606716053185,0.11,-0.077381557883093,-0.1812647659552335,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,11.259606716053185,0.2,5.687308073070943,0.4,13.272393677138274,MEDIUM
2020-03-05,CVX,75.23873901367188,71.58441315481778,65.78645324707031,-5.797959907747469,-8.099472569828917,0.14,-0.0485697382327215,-0.1256305713056137,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,8.099472569828917,0.4,6.934848426157044,0.2,6.967558047591548,MEDIUM
2020-03-06,CVX,73.79108428955078,70.2195827827662,64.27690887451172,-5.942673908254477,-8.462986638127635,0.125,-0.0484001765412508,-0.128933942449011,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,8.462986638127635,0.6,7.335815712894255,0.2,9.1130786391579,MEDIUM
2020-03-09,CVX,62.44992446899414,60.99122313446766,59.03596496582031,-1.9552581686473476,-3.2058025206947884,0.19,-0.0233579359291414,-0.0546671518372905,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,3.2058025206947884,0.8,7.181206297722222,0.4,8.096440526374074,MEDIUM
2020-03-10,CVX,65.78645324707031,62.62855107909552,64.57881164550781,1.9502605664122896,3.114011952710267,0.105,-0.0480023167705187,-0.0183569951252278,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,3.114011952710267,1.0,6.828376079482959,0.2,4.734370092051687,MEDIUM
2020-03-11,CVX,64.27690887451172,59.3854880647607,53.95759201049805,-5.4278960542626535,-9.140105152193843,0.1,-0.0760991916910717,-0.1605446970724766,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,9.140105152193845,1.0,6.40447576671109,0.4,10.455254537281819,MEDIUM
2020-03-12,CVX,59.03596496582031,53.91754608080925,54.7239990234375,0.8064529426282476,1.4957152193454268,0.12,-0.0867000122378696,-0.0730396453226314,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.4957152193454268,1.0,5.083724296614393,0.8,5.308395106037193,MEDIUM
2020-03-13,CVX,64.57881164550781,56.973479829973165,42.61645126342773,-14.357028566545438,-25.19949388626312,0.1,-0.1177682218323025,-0.3400861648343418,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,25.19949388626312,1.0,8.43102574624149,0.4,11.215077955565544,MEDIUM
2020-03-16,CVX,53.95759201049805,51.08426270951654,44.42793655395508,-6.656326155561459,-13.0300914655688,0.345,-0.053251622133591,-0.176613801718373,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,13.0300914655688,1.0,10.395883535216292,0.6,8.437563222366725,MEDIUM
2020-03-17,CVX,54.7239990234375,52.628138350602505,45.97621536254883,-6.651922988053677,-12.639479937024076,0.115,-0.0382987484510656,-0.1598527851947027,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,12.639479937024076,1.0,12.300977132079055,0.6,7.362453787590634,MEDIUM
2020-03-18,CVX,42.61645126342773,41.28662752263454,41.973907470703125,0.6872799480685856,1.6646550936905626,0.205,-0.0312044691983634,-0.0150773650474275,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.6646550936905626,1.0,10.805887120378397,0.4,6.952999467682528,MEDIUM
2020-03-25,CVX,53.62472534179688,54.24028028741284,55.69942092895508,1.4591406415422412,2.690142148621702,0.34,0.0114789388979148,0.0386891601576393,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,2.690142148621702,0.8,14.379125367798142,0.6,4.373710478596641,MEDIUM
2020-03-26,CVX,59.12886428833008,58.46389501471479,56.09423065185547,-2.369664362859318,-4.053209869549226,0.285,-0.011246102586593,-0.0513223731421057,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,4.053209869549226,0.8,12.039152675886923,0.6,3.5157850009855287,MEDIUM
2020-03-27,CVX,53.245384216308594,52.720292195365445,53.075077056884766,0.3547848615193203,0.6729569331759296,0.17,-0.0098617378514909,-0.0031985337683348,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.6729569331759296,1.0,8.75203803949152,0.6,3.4959793110236697,MEDIUM
2020-03-30,CVX,55.69942092895508,55.644257852714034,58.92758941650391,3.2833315637898792,5.900575711658513,0.25,-0.0009903707313476,0.0579569488104083,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,5.900575711658513,0.8,3.2423578933915733,0.4,5.098684145930973,MEDIUM
2020-03-31,CVX,56.09423065185547,56.2065003406889,58.14570236206055,1.9392020213716488,3.450138346307653,0.24,0.0020014480549741,0.0365718842448767,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,3.450138346307653,0.8,3.353404601862605,0.6,4.098515127148464,MEDIUM
2020-04-02,CVX,58.92758941650391,59.76577373110394,62.64345550537109,2.877681774267145,4.814932685744704,0.38,0.014223970858127,0.0630581723376328,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,4.8149326857447035,0.8,5.663015635836993,0.6,5.01730014404435,MEDIUM
2020-04-06,CVX,62.233158111572266,62.058963167307425,65.2677993774414,3.208836210133981,5.170624912767463,0.22,-0.0027990696527491,0.0487624500821346,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,5.170624912767463,0.8,7.555754542518234,0.6,2.53335022882327,MEDIUM
2020-04-07,CVX,62.64345550537109,61.695679168298376,65.73228454589844,4.036605377600061,6.542768362414309,0.2,-0.0151296943858955,0.0493080883806371,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,0,6.542768362414309,0.6,8.174280545739565,0.4,6.719649355516457,MEDIUM
2020-04-08,CVX,66.56062316894531,66.53025494767569,65.50004577636719,-1.030209171308499,-1.548482223792366,0.22,-0.0004562490527252,-0.0159340063551711,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,1.548482223792366,0.6,5.788682090038405,0.6,8.284465292988996,MEDIUM
2020-04-09,CVX,65.2677993774414,64.05149673256072,63.85884475708008,-0.1926519754806435,-0.3007766957968812,0.14,-0.0186355700128152,-0.0215872855190565,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,0.30077669579688127,0.6,4.88585089204884,0.4,8.764029721072955,MEDIUM
2020-04-13,CVX,65.73228454589844,64.96106755035598,61.92350769042969,-3.03755985992629,-4.675969737676586,0.17,-0.0117326972715204,-0.0579437772744566,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,1,4.675969737676586,0.6,3.6477243864895206,0.6,6.731738195766821,MEDIUM
