date,ticker,close,price_pred,price_real,price_error,price_error_pct,prob_win,y_hat,y_H3,confidence_score,confidence_level,signal_direction,tradeable,trading_signal,confidence,gap_pct,gap_pct_available,macro_risk,direction_correct,abs_price_error_pct,accuracy_rolling,mae_rolling,accuracy_rolling_global,mae_rolling_global
2025-11-14,SPY,671.9299926757812,659.9385349091223,662.6300048828125,2.691469973690232,0.4078364622336934,0.43,-0.0178462903834762,-0.0138407094404791,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,4,0.0,0,MEDIUM,1,0.4078364622336934,1.0,0.326387083956526,0.8,5.495198355882058
2025-11-14,WMT,102.4800033569336,102.67510915636639,100.61000061035156,-2.065108546014826,-2.011303969367905,0.21,0.001903842633116,-0.0182474891230134,5,✅ Muy Alta,NEUTRAL,True,NO_TRADE,5,0.0,0,MEDIUM,0,2.011303969367905,0.6,0.69569079321245,0.6,6.807652149901981
