date,ticker,close,price_pred,price_real,price_error,price_error_pct,prob_win,y_hat,y_H3,confidence_score,confidence_level,signal_direction,tradeable,trading_signal,confidence,gap_pct,gap_pct_available,macro_risk,severity,ref_dataset,ref_date_range,test_dataset,test_date_range
2025-11-12,XOM,117.09581756591795,119.08780581885682,117.68000030517578,-1.4078055136810406,-1.1821575718864434,0.515,0.0170116089058218,0.0049889291641775,4,✅ Muy Alta,NEUTRAL,True,NO_TRADE,4,0.0,0,MEDIUM,HIGH,C:\Users\M3400WUAK-WA023W\bmv_hybrid_clean_v3\usa_hybrid_clean_v1\usa_hybrid_clean_v1\outputs\analysis\all_signals_with_confidence.csv,2020-01-02 00:00:00 to 2025-11-14 00:00:00,C:\Users\M3400WUAK-WA023W\bmv_hybrid_clean_v3\usa_hybrid_clean_v1\usa_hybrid_clean_v1\outputs\analysis\signals_to_trade_2025-11-20.csv,2020-01-02 00:00:00 to 2025-11-14 00:00:00
