ticker,entry_time,side,entry_price,tp_price,sl_price,exit_reason,exit_price,pnl,pnl_pct,bars_held,r_mult,daily_sl_count_at_entry,daily_r_at_entry
JNJ,2020-11-10 14:00:00-05:00,BUY,147.935,150.3292857142857,146.13928571428573,TIMEOUT,148.21,0.2750000000000057,0.18589245276642152,16,0.15314240254574846,0,0.0
CVX,2020-11-19 09:30:00-05:00,BUY,83.22,86.28542857142857,80.92092857142858,TIMEOUT,85.14,1.9200000000000017,2.3071377072819055,16,0.8351197688507809,0,0.0
PFE,2020-12-01 09:30:00-05:00,BUY,39.38,40.46171428571429,38.568714285714286,TP,40.46171428571429,1.081714285714284,2.7468620764710105,2,1.3333333333333275,0,0.0
PFE,2020-12-03 14:00:00-05:00,BUY,40.18,41.24171428571429,39.38371428571429,TIMEOUT,40.05,-0.13000000000000256,-0.32354405176705464,16,-0.16325798349480158,0,0.0
PFE,2020-12-04 09:30:00-05:00,BUY,39.94,41.016571428571424,39.132571428571424,TIMEOUT,40.145,0.2050000000000054,0.5132699048572995,16,0.25389242745931245,0,0.0
PFE,2020-12-08 09:30:00-05:00,BUY,41.49,42.438,40.779,TP,42.438,0.9480000000000004,2.2848879248011578,10,1.3333333333333366,0,0.0
PFE,2020-12-09 14:00:00-05:00,BUY,41.38,42.32028571428572,40.67478571428572,TIMEOUT,41.98,0.5999999999999943,1.4499758337360906,16,0.850805226374956,0,0.0
PFE,2020-12-10 14:00:00-05:00,BUY,41.805,42.79271428571428,41.064214285714286,SL,41.064214285714286,-0.7407857142857139,-1.7720026654364647,14,-1.0,0,0.0
IWM,2021-01-25 09:30:00-05:00,BUY,214.93,218.62485714285717,212.1588571428572,SL,212.1588571428572,-2.77114285714282,-1.289323434207798,6,-1.0,0,0.0
JNJ,2021-01-27 09:30:00-05:00,BUY,169.12,171.382,167.4235,TIMEOUT,168.575,-0.5450000000000159,-0.32225638599811723,16,-0.3212496315944658,0,0.0
JNJ,2021-01-29 14:00:00-05:00,BUY,162.615,164.93128571428574,160.87778571428572,TP,164.93128571428574,2.3162857142857263,1.4243985575043667,8,1.3333333333333388,0,0.0
IWM,2021-02-12 09:30:00-05:00,BUY,225.65,229.47314285714288,222.7826428571429,TIMEOUT,226.74,1.0900000000000034,0.4830489696432543,16,0.3801409959395209,0,0.0
MS,2021-07-26 09:30:00-04:00,BUY,94.37,96.61285714285717,92.68785714285714,TIMEOUT,96.17,1.7999999999999972,1.9073858217653883,16,1.07006369426751,0,0.0
PFE,2021-08-12 09:30:00-04:00,BUY,46.46,47.31285714285714,45.82035714285714,TIMEOUT,47.125,0.6649999999999991,1.4313387860525164,16,1.039642657733104,0,0.0
PFE,2021-08-17 09:30:00-04:00,BUY,48.78,49.76028571428572,48.04478571428572,TP,49.76028571428572,0.9802857142857206,2.009605810343831,2,1.333333333333356,0,0.0
PFE,2021-08-18 09:30:00-04:00,BUY,50.19,51.17742857142857,49.44942857142857,TP,51.17742857142857,0.9874285714285733,1.967381094697297,1,1.3333333333333366,0,0.0
PFE,2021-08-19 09:30:00-04:00,BUY,48.53,49.623428571428576,47.70992857142857,TP,49.623428571428576,1.093428571428575,2.253098230843962,1,1.3333333333333333,0,0.0
PFE,2021-11-17 09:30:00-05:00,BUY,49.93,51.24457142857143,48.94407142857143,TIMEOUT,50.595,0.6649999999999991,1.3318646104546348,16,0.6744910526697073,0,0.0
PFE,2021-11-22 09:30:00-05:00,BUY,50.96,52.40057142857143,49.87957142857143,TIMEOUT,51.27,0.3100000000000023,0.6083202511773984,16,0.28692317863282024,0,0.0
AMD,2021-11-23 14:00:00-05:00,BUY,147.18,153.2657142857143,142.6157142857143,TP,153.2657142857143,6.085714285714289,4.13487857434046,12,1.3333333333333333,0,0.0
PFE,2021-11-30 09:30:00-05:00,BUY,52.26,53.55571428571428,51.28821428571428,TP,53.55571428571428,1.2957142857142827,2.4793614345853094,1,1.3333333333333284,0,0.0
PFE,2021-12-01 09:30:00-05:00,BUY,52.44,53.812,51.411,TP,53.812,1.3719999999999999,2.616323417238749,5,1.333333333333338,0,0.0
PFE,2021-12-13 09:30:00-05:00,BUY,53.64,55.35714285714286,52.35214285714286,TP,55.35714285714286,1.7171428571428606,3.2012357515713283,2,1.333333333333337,0,0.0
PFE,2021-12-15 09:30:00-05:00,BUY,56.11,57.97428571428571,54.71178571428571,TP,57.97428571428571,1.8642857142857139,3.322555184968301,7,1.33333333333333,0,0.0
PFE,2021-12-16 09:30:00-05:00,BUY,58.3,60.32228571428571,56.78328571428571,TP,60.32228571428571,2.022285714285715,3.468757657436904,9,1.3333333333333333,0,0.0
PFE,2021-12-21 14:00:00-05:00,BUY,58.64,60.566,57.1955,TIMEOUT,59.15,0.509999999999998,0.8697135061391508,16,0.35306334371754844,0,0.0
PFE,2021-12-23 14:00:00-05:00,BUY,58.405,60.359,56.9395,TIMEOUT,58.82,0.41499999999999915,0.71055560311617,16,0.2831798021153187,0,0.0
AMD,2021-12-28 14:00:00-05:00,BUY,152.43,158.10285714285715,148.17535714285714,SL,148.17535714285714,-4.254642857142869,-2.7912109539741974,12,-1.0,0,0.0
PFE,2021-12-29 09:30:00-05:00,BUY,57.32,59.20914285714286,55.90314285714286,TIMEOUT,57.86,0.5399999999999991,0.9420795533845064,16,0.38112522686025435,0,0.0
MS,2022-02-07 09:30:00-05:00,BUY,104.15,106.98685714285716,102.02235714285716,TIMEOUT,105.73,1.5799999999999983,1.517042726836292,16,0.7426058347601335,0,0.0
CVX,2022-02-09 09:30:00-05:00,BUY,136.45,139.61371428571428,134.07721428571426,TIMEOUT,137.45,1.0,0.7328691828508611,16,0.42144555826484636,0,0.0
CVX,2022-02-11 09:30:00-05:00,BUY,136.87,140.04342857142856,134.48992857142858,TIMEOUT,138.13,1.259999999999991,0.9205815737561123,16,0.5293958764742922,0,0.0
CVX,2022-02-28 09:30:00-05:00,BUY,139.155,142.18585714285717,136.88185714285714,TP,142.18585714285717,3.0308571428571724,2.178044010532983,3,1.333333333333346,0,0.0
CVX,2022-03-01 09:30:00-05:00,BUY,144.9,147.9594285714286,142.60542857142858,TP,147.9594285714286,3.059428571428583,2.1114068815932248,1,1.3333333333333375,0,0.0
CVX,2022-03-02 09:30:00-05:00,BUY,150.2,153.3962857142857,147.8027857142857,TP,153.3962857142857,3.1962857142857217,2.128019783146286,1,1.3333333333333373,0,0.0
CVX,2022-03-03 09:30:00-05:00,BUY,152.26,155.68485714285714,149.69135714285713,TP,155.68485714285714,3.4248571428571495,2.2493479199114343,2,1.3333333333333333,0,0.0
