month,equity_start,pnl,return_pct,equity_end
2024-02,2000.0,187.0994642857063,9.354973214285314,2187.0994642857063
2024-03,2187.0994642857063,156.16517857142435,7.140286992956993,2343.2646428571306
2024-04,2343.2646428571306,-137.64732142857574,-5.874168837402124,2205.617321428555
2024-05,2205.617321428555,250.36660714285046,11.351316690816097,2455.9839285714047
2024-06,2455.9839285714047,144.82696428572166,5.8969019544832495,2600.810892857126
2024-07,2600.810892857126,-99.61250000000001,-3.830055475143389,2501.198392857126
2024-08,2501.198392857126,-419.1719642857067,-16.758845099323985,2082.026428571418
2024-09,2082.0264285714175,-364.8344642857141,-17.52304674326566,1717.1919642857035
2024-10,1717.1919642857035,134.44071428571212,7.829102225133876,1851.6326785714157
2024-11,1851.6326785714157,381.3144642857178,20.593418376041633,2232.947142857133
2024-12,2232.947142857133,118.47589285713994,5.305808211185239,2351.423035714272
2025-01,2351.423035714272,-75.42607142858083,-3.2076776608454587,2275.9969642856913
2025-02,2275.9969642856913,-133.92250000000638,-5.884124719913113,2142.074464285684
2025-03,2142.074464285684,-29.40124999999793,-1.3725596607493449,2112.673214285686
2025-04,2112.673214285686,512.2057142857111,24.244436424063462,2624.8789285713965
2025-05,2624.8789285713965,288.24517857142786,10.981275190787818,2913.124107142824
2025-06,2913.124107142824,709.0674999999867,24.340449425460154,3622.191607142811
2025-07,3622.191607142811,82.82910714286152,2.2867124693107335,3705.0207142856725
2025-08,3705.0207142856725,492.858035714278,13.302436712807985,4197.878749999951
2025-09,4197.878749999951,195.11232142856943,4.647878918098139,4392.99107142852
2025-10,4392.99107142852,-28.34553571427938,-0.6452445555520315,4364.6455357142395
2025-11,4364.6455357142395,630.4891071428589,14.44536794531894,4995.1346428571
2025-12,4995.1346428571,124.46142857143508,2.491653127897391,5119.596071428536
2026-01,5119.596071428536,-317.9783928571436,-6.211005485993686,4801.6176785713915
2026-02,4801.6176785713915,232.6237499999994,4.844695383352786,5034.241428571391
