entry_time,ticker,hour_bucket,block_reason,equity_at_entry,risk_cash,entry,sl,tp,probwin,threshold
2024-02-13 16:00:00-05:00,SPY,16:00,DAILY_STOP,2119.945357142851,15.899590178571383,494.08,,,,0.55
2024-02-14 09:45:00-05:00,CAT,09:45,DAILY_STOP,2073.81428571428,15.553607142857098,316.51,,,,0.55
2024-02-14 09:45:00-05:00,GS,09:45,DAILY_STOP,2073.81428571428,15.553607142857098,378.79,,,,0.55
2024-02-14 09:45:00-05:00,JPM,09:45,DAILY_STOP,2073.81428571428,15.553607142857098,175.62,,,,0.55
2024-02-14 09:45:00-05:00,SPY,09:45,DAILY_STOP,2073.81428571428,15.553607142857098,496.72,,,,0.55
2024-02-14 10:30:00-05:00,CAT,10:30,DAILY_STOP,2073.81428571428,15.553607142857098,317.38,,,,0.55
2024-02-14 10:30:00-05:00,JPM,10:30,DAILY_STOP,2073.81428571428,15.553607142857098,175.78,,,,0.55
2024-02-14 10:30:00-05:00,QQQ,10:30,DAILY_STOP,2073.81428571428,15.553607142857098,432.36,,,,0.55
2024-02-14 10:30:00-05:00,SPY,10:30,DAILY_STOP,2073.81428571428,15.553607142857098,497.78,,,,0.55
2024-02-14 15:15:00-05:00,QQQ,15:15,DAILY_STOP,2073.81428571428,15.553607142857098,431.705,,,,0.55
2024-02-14 15:15:00-05:00,SPY,15:15,DAILY_STOP,2073.81428571428,15.553607142857098,497.215,,,,0.55
2024-02-14 15:30:00-05:00,GS,15:30,DAILY_STOP,2073.81428571428,15.553607142857098,378.3,,,,0.55
2024-02-14 15:30:00-05:00,JPM,15:30,DAILY_STOP,2073.81428571428,15.553607142857098,175.465,,,,0.55
2024-02-14 15:30:00-05:00,QQQ,15:30,DAILY_STOP,2073.81428571428,15.553607142857098,432.46,,,,0.55
2024-02-14 15:30:00-05:00,SPY,15:30,DAILY_STOP,2073.81428571428,15.553607142857098,498.055,,,,0.55
2024-02-14 15:45:00-05:00,JPM,15:45,DAILY_STOP,2073.81428571428,15.553607142857098,175.51,,,,0.55
2024-02-14 15:45:00-05:00,QQQ,15:45,DAILY_STOP,2073.81428571428,15.553607142857098,432.89,,,,0.55
2024-02-14 16:00:00-05:00,QQQ,16:00,DAILY_STOP,2073.81428571428,15.553607142857098,433.23,,,,0.55
2024-02-14 16:00:00-05:00,SPY,16:00,DAILY_STOP,2073.81428571428,15.553607142857098,498.84,,,,0.55
2024-02-15 10:00:00-05:00,JPM,10:00,MAX_OPEN,2127.560357142852,15.95670267857139,178.81,,,,0.55
2024-02-15 10:30:00-05:00,CAT,10:30,PROBWIN_LOW,2112.5267857142803,15.843950892857102,319.185,,,0.4776711410815717,0.55
2024-02-15 15:00:00-05:00,CAT,15:00,PROBWIN_LOW,2135.34178571428,16.015063392857098,322.5,,,0.31023494705856314,0.55
2024-02-15 15:00:00-05:00,JPM,15:00,PROBWIN_LOW,2135.34178571428,16.015063392857098,180.045,,,0.32027963389864084,0.55
2024-02-15 15:00:00-05:00,SPY,15:00,PROBWIN_LOW,2135.34178571428,16.015063392857098,501.905,,,0.24162452437408563,0.55
2024-02-15 15:15:00-05:00,GS,15:15,PROBWIN_LOW,2135.34178571428,16.015063392857098,387.12,,,0.49764881700974034,0.55
2024-02-15 15:15:00-05:00,JPM,15:15,PROBWIN_LOW,2135.34178571428,16.015063392857098,180.11,,,0.31216009465200634,0.55
2024-02-16 10:45:00-05:00,GS,10:45,PROBWIN_LOW,2127.224999999994,15.954187499999954,386.7,,,0.5163106754749748,0.55
2024-02-16 11:15:00-05:00,QQQ,11:15,PROBWIN_LOW,2127.224999999994,15.954187499999954,433.275,,,0.4447812920066661,0.55
2024-02-16 11:30:00-05:00,GS,11:30,PROBWIN_LOW,2151.1424999999945,16.13356874999996,387.235,,,0.4998267765291806,0.55
2024-02-16 11:30:00-05:00,QQQ,11:30,PROBWIN_LOW,2151.1424999999945,16.13356874999996,433.46,,,0.4160365465874758,0.55
2024-02-16 11:30:00-05:00,SPY,11:30,PROBWIN_LOW,2151.1424999999945,16.13356874999996,501.97,,,0.4517565176429912,0.55
2024-02-16 15:30:00-05:00,JPM,15:30,PROBWIN_LOW,2135.3657142857082,16.015242857142812,179.26,,,0.5092684032744488,0.55
2024-02-20 10:45:00-05:00,JPM,10:45,PROBWIN_LOW,2182.3762499999934,16.36782187499995,180.225,,,0.4357767412236511,0.55
2024-02-20 15:00:00-05:00,CAT,15:00,PROBWIN_LOW,2166.327678571422,16.247457589285663,315.34,,,0.29465666325242396,0.55
2024-02-20 15:00:00-05:00,GS,15:00,PROBWIN_LOW,2166.327678571422,16.247457589285663,384.43,,,0.4247686527681253,0.55
2024-02-20 15:00:00-05:00,JPM,15:00,PROBWIN_LOW,2166.327678571422,16.247457589285663,180.15,,,0.3558162753914696,0.55
2024-02-20 15:00:00-05:00,QQQ,15:00,PROBWIN_LOW,2166.327678571422,16.247457589285663,426.39,,,0.221325018203192,0.55
2024-02-20 15:00:00-05:00,SPY,15:00,PROBWIN_LOW,2166.327678571422,16.247457589285663,496.735,,,0.27992298280689565,0.55
2024-02-20 15:15:00-05:00,QQQ,15:15,PROBWIN_LOW,2166.327678571422,16.247457589285663,426.42,,,0.4308412223693029,0.55
2024-02-20 15:30:00-05:00,JPM,15:30,PROBWIN_LOW,2166.327678571422,16.247457589285663,180.075,,,0.401135580432248,0.55
2024-02-20 16:00:00-05:00,QQQ,16:00,PROBWIN_LOW,2166.327678571422,16.247457589285663,427.21,,,0.1645726864827754,0.55
2024-02-21 11:15:00-05:00,JPM,11:15,MAX_OPEN,2166.327678571422,16.247457589285663,179.57,,,,0.55
2024-02-21 11:15:00-05:00,SPY,11:15,MAX_OPEN,2166.327678571422,16.247457589285663,496.295,,,,0.55
2024-02-21 11:30:00-05:00,GS,11:30,MAX_OPEN,2166.327678571422,16.247457589285663,385.17,,,,0.55
2024-02-21 15:45:00-05:00,CAT,15:45,PROBWIN_LOW,2173.9241071428514,16.304430803571385,316.835,,,0.324703302820233,0.55
2024-02-21 15:45:00-05:00,GS,15:45,PROBWIN_LOW,2173.9241071428514,16.304430803571385,387.84,,,0.3315315690478803,0.55
2024-02-21 15:45:00-05:00,JPM,15:45,PROBWIN_LOW,2173.9241071428514,16.304430803571385,180.415,,,0.35145401014097816,0.55
2024-02-21 15:45:00-05:00,QQQ,15:45,PROBWIN_LOW,2173.9241071428514,16.304430803571385,424.48,,,0.34012283043274705,0.55
2024-02-21 15:45:00-05:00,SPY,15:45,PROBWIN_LOW,2173.9241071428514,16.304430803571385,496.09,,,0.33579788838664143,0.55
2024-02-21 16:00:00-05:00,QQQ,16:00,PROBWIN_LOW,2173.9241071428514,16.304430803571385,425.38,,,0.1674480125035063,0.55
2024-02-22 10:00:00-05:00,GS,10:00,MAX_OPEN,2239.037857142849,16.792783928571367,395.06,,,,0.55
2024-02-22 10:00:00-05:00,JPM,10:00,MAX_OPEN,2239.037857142849,16.792783928571367,182.705,,,,0.55
2024-02-22 10:00:00-05:00,QQQ,10:00,MAX_OPEN,2239.037857142849,16.792783928571367,435.27,,,,0.55
2024-02-22 10:00:00-05:00,SPY,10:00,MAX_OPEN,2239.037857142849,16.792783928571367,505.2,,,,0.55
2024-02-22 15:45:00-05:00,CAT,15:45,PROBWIN_LOW,2269.4862499999913,17.021146874999936,322.74,,,0.32546977685924644,0.55
2024-02-22 15:45:00-05:00,JPM,15:45,PROBWIN_LOW,2269.4862499999913,17.021146874999936,183.195,,,0.2473559599362966,0.55
2024-02-23 10:00:00-05:00,JPM,10:00,DAILY_STOP,2235.760892857134,16.768206696428503,184.8,,,,0.55
2024-02-23 10:45:00-05:00,JPM,10:45,DAILY_STOP,2235.760892857134,16.768206696428503,184.88,,,,0.55
2024-02-23 15:30:00-05:00,JPM,15:30,DAILY_STOP,2235.760892857134,16.768206696428503,184.17,,,,0.55
2024-02-23 15:45:00-05:00,CAT,15:45,DAILY_STOP,2235.760892857134,16.768206696428503,324.61,,,,0.55
2024-02-26 11:30:00-05:00,CAT,11:30,DAILY_STOP,2193.923035714277,16.454422767857075,326.42,,,,0.55
2024-02-26 15:15:00-05:00,CAT,15:15,DAILY_STOP,2193.923035714277,16.454422767857075,325.78,,,,0.55
2024-02-27 15:00:00-05:00,QQQ,15:00,DAILY_STOP,2161.8466071428484,16.21384955357136,437.865,,,,0.55
2024-02-27 15:00:00-05:00,SPY,15:00,DAILY_STOP,2161.8466071428484,16.21384955357136,506.685,,,,0.55
2024-02-27 15:15:00-05:00,CAT,15:15,DAILY_STOP,2161.8466071428484,16.21384955357136,325.695,,,,0.55
2024-02-27 15:15:00-05:00,JPM,15:15,DAILY_STOP,2161.8466071428484,16.21384955357136,183.0,,,,0.55
2024-02-27 15:30:00-05:00,CAT,15:30,DAILY_STOP,2161.8466071428484,16.21384955357136,326.55,,,,0.55
2024-02-27 15:30:00-05:00,JPM,15:30,DAILY_STOP,2161.8466071428484,16.21384955357136,183.16,,,,0.55
2024-02-27 15:45:00-05:00,CAT,15:45,DAILY_STOP,2161.8466071428484,16.21384955357136,326.885,,,,0.55
2024-02-27 15:45:00-05:00,JPM,15:45,DAILY_STOP,2161.8466071428484,16.21384955357136,183.43,,,,0.55
2024-02-27 16:00:00-05:00,SPY,16:00,DAILY_STOP,2161.8466071428484,16.21384955357136,506.91,,,,0.55
2024-02-28 10:45:00-05:00,CAT,10:45,PROBWIN_LOW,2234.0898214285617,16.755673660714212,331.345,,,0.5385323184519727,0.55
2024-02-28 10:45:00-05:00,SPY,10:45,PROBWIN_LOW,2234.0898214285617,16.755673660714212,506.19,,,0.4713672908214435,0.55
2024-02-28 11:00:00-05:00,QQQ,11:00,MAX_OPEN,2234.0898214285617,16.755673660714212,435.56,,,,0.55
2024-02-28 11:00:00-05:00,SPY,11:00,MAX_OPEN,2234.0898214285617,16.755673660714212,506.505,,,,0.55
2024-02-28 11:15:00-05:00,GS,11:15,PROBWIN_LOW,2217.8398214285617,16.633798660714213,392.3,,,0.4226353769587655,0.55
2024-02-28 11:15:00-05:00,SPY,11:15,MAX_OPEN,2217.8398214285617,16.633798660714213,506.56,,,,0.55
2024-02-28 11:30:00-05:00,GS,11:30,MAX_OPEN,2217.8398214285617,16.633798660714213,392.0,,,,0.55
2024-02-28 11:30:00-05:00,QQQ,11:30,MAX_OPEN,2217.8398214285617,16.633798660714213,436.39,,,,0.55
2024-02-28 15:45:00-05:00,GS,15:45,PROBWIN_LOW,2220.9891071428483,16.65741830357136,392.735,,,0.27683429974253015,0.55
2024-02-29 09:45:00-05:00,SPY,09:45,MAX_OPEN,2220.2619642857067,16.6519647321428,508.53,,,,0.55
2024-02-29 15:15:00-05:00,JPM,15:15,PROBWIN_LOW,2187.099464285706,16.403245982142792,185.13,,,0.37557959733788276,0.55
2024-02-29 15:45:00-05:00,CAT,15:45,PROBWIN_LOW,2187.099464285706,16.403245982142792,333.78,,,0.24714648943127912,0.55
2024-02-29 15:45:00-05:00,GS,15:45,PROBWIN_LOW,2187.099464285706,16.403245982142792,387.395,,,0.35389452672029237,0.55
2024-02-29 15:45:00-05:00,JPM,15:45,PROBWIN_LOW,2187.099464285706,16.403245982142792,185.4,,,0.2765187586026535,0.55
2024-02-29 15:45:00-05:00,QQQ,15:45,PROBWIN_LOW,2187.099464285706,16.403245982142792,438.81,,,0.26384591436365046,0.55
2024-02-29 15:45:00-05:00,SPY,15:45,PROBWIN_LOW,2187.099464285706,16.403245982142792,508.46,,,0.24732328542443643,0.55
2024-03-01 09:45:00-05:00,QQQ,09:45,DAILY_STOP,2155.1083928571343,16.163312946428505,440.66,,,,0.55
2024-03-01 10:15:00-05:00,CAT,10:15,DAILY_STOP,2155.1083928571343,16.163312946428505,336.77,,,,0.55
2024-03-01 10:15:00-05:00,QQQ,10:15,DAILY_STOP,2155.1083928571343,16.163312946428505,442.08,,,,0.55
2024-03-01 10:15:00-05:00,SPY,10:15,DAILY_STOP,2155.1083928571343,16.163312946428505,509.86,,,,0.55
2024-03-01 10:30:00-05:00,CAT,10:30,DAILY_STOP,2155.1083928571343,16.163312946428505,336.765,,,,0.55
2024-03-01 10:30:00-05:00,SPY,10:30,DAILY_STOP,2155.1083928571343,16.163312946428505,510.4,,,,0.55
2024-03-01 11:00:00-05:00,CAT,11:00,DAILY_STOP,2155.1083928571343,16.163312946428505,337.6,,,,0.55
2024-03-01 11:00:00-05:00,GS,11:00,DAILY_STOP,2155.1083928571343,16.163312946428505,389.87,,,,0.55
2024-03-01 11:00:00-05:00,SPY,11:00,DAILY_STOP,2155.1083928571343,16.163312946428505,510.675,,,,0.55
2024-03-01 11:15:00-05:00,GS,11:15,DAILY_STOP,2155.1083928571343,16.163312946428505,389.415,,,,0.55
2024-03-01 11:15:00-05:00,QQQ,11:15,DAILY_STOP,2155.1083928571343,16.163312946428505,442.87,,,,0.55
2024-03-01 11:15:00-05:00,SPY,11:15,DAILY_STOP,2155.1083928571343,16.163312946428505,510.825,,,,0.55
2024-03-01 15:30:00-05:00,CAT,15:30,DAILY_STOP,2155.1083928571343,16.163312946428505,336.86,,,,0.55
2024-03-01 15:45:00-05:00,CAT,15:45,DAILY_STOP,2155.1083928571343,16.163312946428505,336.67,,,,0.55
2024-03-04 10:45:00-05:00,SPY,10:45,PROBWIN_LOW,2146.380357142848,16.09785267857136,512.86,,,0.44212056062507543,0.55
2024-03-04 15:00:00-05:00,CAT,15:00,PROBWIN_LOW,2146.380357142848,16.09785267857136,339.895,,,0.40282743456381764,0.55
2024-03-04 15:15:00-05:00,JPM,15:15,PROBWIN_LOW,2146.380357142848,16.09785267857136,187.17,,,0.46393529593925364,0.55
2024-03-04 15:15:00-05:00,QQQ,15:15,PROBWIN_LOW,2146.380357142848,16.09785267857136,445.93,,,0.509498874975241,0.55
2024-03-05 10:15:00-05:00,JPM,10:15,MAX_OPEN,2170.268392857134,16.277012946428506,188.74,,,,0.55
2024-03-05 10:45:00-05:00,GS,10:45,PROBWIN_LOW,2218.0985714285625,16.63573928571422,397.01,,,0.435897045700398,0.55
2024-03-05 10:45:00-05:00,JPM,10:45,PROBWIN_LOW,2218.0985714285625,16.63573928571422,189.135,,,0.4357149442551432,0.55
2024-03-05 16:00:00-05:00,QQQ,16:00,PROBWIN_LOW,2201.705714285705,16.512792857142788,436.03,,,0.16085816159159924,0.55
2024-03-05 16:00:00-05:00,SPY,16:00,PROBWIN_LOW,2201.705714285705,16.512792857142788,507.44,,,0.17713641263180374,0.55
2024-03-06 09:30:00-05:00,QQQ,09:30,DAILY_STOP,2169.114285714276,16.26835714285707,440.32,,,,0.55
2024-03-06 09:30:00-05:00,SPY,09:30,DAILY_STOP,2169.114285714276,16.26835714285707,510.64,,,,0.55
2024-03-06 09:45:00-05:00,CAT,09:45,DAILY_STOP,2169.114285714276,16.26835714285707,335.09,,,,0.55
2024-03-06 09:45:00-05:00,QQQ,09:45,DAILY_STOP,2169.114285714276,16.26835714285707,440.285,,,,0.55
2024-03-06 09:45:00-05:00,SPY,09:45,DAILY_STOP,2169.114285714276,16.26835714285707,510.355,,,,0.55
2024-03-06 11:00:00-05:00,SPY,11:00,DAILY_STOP,2169.114285714276,16.26835714285707,510.515,,,,0.55
2024-03-06 11:15:00-05:00,CAT,11:15,DAILY_STOP,2169.114285714276,16.26835714285707,335.94,,,,0.55
2024-03-06 11:15:00-05:00,QQQ,11:15,DAILY_STOP,2169.114285714276,16.26835714285707,440.07,,,,0.55
2024-03-06 11:15:00-05:00,SPY,11:15,DAILY_STOP,2169.114285714276,16.26835714285707,511.03,,,,0.55
2024-03-06 11:30:00-05:00,JPM,11:30,DAILY_STOP,2169.114285714276,16.26835714285707,189.81,,,,0.55
2024-03-06 11:30:00-05:00,SPY,11:30,DAILY_STOP,2169.114285714276,16.26835714285707,511.37,,,,0.55
2024-03-06 15:45:00-05:00,GS,15:45,DAILY_STOP,2169.114285714276,16.26835714285707,389.7,,,,0.55
2024-03-07 09:45:00-05:00,GS,09:45,MAX_OPEN,2152.999999999991,16.14749999999993,394.12,,,,0.55
2024-03-07 09:45:00-05:00,SPY,09:45,MAX_OPEN,2152.999999999991,16.14749999999993,512.78,,,,0.55
2024-03-07 10:00:00-05:00,CAT,10:00,MAX_OPEN,2152.999999999991,16.14749999999993,342.26,,,,0.55
2024-03-07 10:15:00-05:00,SPY,10:15,MAX_OPEN,2152.999999999991,16.14749999999993,513.695,,,,0.55
2024-03-07 10:30:00-05:00,QQQ,10:30,MAX_OPEN,2152.999999999991,16.14749999999993,443.63,,,,0.55
2024-03-07 10:30:00-05:00,SPY,10:30,MAX_OPEN,2152.999999999991,16.14749999999993,514.25,,,,0.55
2024-03-07 10:45:00-05:00,QQQ,10:45,MAX_OPEN,2152.999999999991,16.14749999999993,444.365,,,,0.55
2024-03-07 10:45:00-05:00,SPY,10:45,MAX_OPEN,2152.999999999991,16.14749999999993,514.69,,,,0.55
2024-03-07 11:30:00-05:00,QQQ,11:30,PROBWIN_LOW,2137.057142857134,16.027928571428504,444.61,,,0.45822508515561555,0.55
2024-03-07 15:00:00-05:00,CAT,15:00,PROBWIN_LOW,2160.498928571419,16.203741964285644,340.77,,,0.2899737046624265,0.55
2024-03-07 15:45:00-05:00,JPM,15:45,PROBWIN_LOW,2160.498928571419,16.203741964285644,188.09,,,0.36918292138617664,0.55
2024-03-08 09:45:00-05:00,JPM,09:45,MAX_OPEN,2160.498928571419,16.203741964285644,190.345,,,,0.55
2024-03-08 09:45:00-05:00,SPY,09:45,MAX_OPEN,2160.498928571419,16.203741964285644,516.8,,,,0.55
2024-03-08 10:00:00-05:00,SPY,10:00,MAX_OPEN,2144.9924999999907,16.08744374999993,517.78,,,,0.55
2024-03-08 10:15:00-05:00,CAT,10:15,MAX_OPEN,2144.9924999999907,16.08744374999993,343.53,,,,0.55
2024-03-08 10:15:00-05:00,QQQ,10:15,MAX_OPEN,2144.9924999999907,16.08744374999993,448.245,,,,0.55
2024-03-08 10:15:00-05:00,SPY,10:15,MAX_OPEN,2144.9924999999907,16.08744374999993,518.0,,,,0.55
2024-03-08 15:00:00-05:00,GS,15:00,DAILY_STOP,2113.823571428562,15.853676785714214,389.7,,,,0.55
2024-03-11 15:00:00-04:00,CAT,15:00,PROBWIN_LOW,2158.622142857133,16.189666071428498,334.9,,,0.38718992719417455,0.55
2024-03-11 15:00:00-04:00,GS,15:00,PROBWIN_LOW,2158.622142857133,16.189666071428498,386.16,,,0.40107059038380216,0.55
2024-03-11 15:00:00-04:00,JPM,15:00,PROBWIN_LOW,2158.622142857133,16.189666071428498,187.96,,,0.3393826355335457,0.55
2024-03-11 15:00:00-04:00,SPY,15:00,PROBWIN_LOW,2158.622142857133,16.189666071428498,511.6,,,0.41151427907116167,0.55
2024-03-11 15:15:00-04:00,CAT,15:15,PROBWIN_LOW,2158.622142857133,16.189666071428498,334.97,,,0.32297677460418966,0.55
2024-03-11 15:45:00-04:00,JPM,15:45,PROBWIN_LOW,2158.622142857133,16.189666071428498,188.24,,,0.24437514265505766,0.55
2024-03-12 10:45:00-04:00,CAT,10:45,MAX_OPEN,2158.622142857133,16.189666071428498,336.895,,,,0.55
2024-03-12 10:45:00-04:00,GS,10:45,MAX_OPEN,2158.622142857133,16.189666071428498,387.29,,,,0.55
2024-03-12 10:45:00-04:00,QQQ,10:45,MAX_OPEN,2158.622142857133,16.189666071428498,442.05,,,,0.55
2024-03-12 10:45:00-04:00,SPY,10:45,MAX_OPEN,2158.622142857133,16.189666071428498,515.71,,,,0.55
2024-03-12 11:00:00-04:00,CAT,11:00,MAX_OPEN,2158.622142857133,16.189666071428498,336.8,,,,0.55
2024-03-12 11:00:00-04:00,GS,11:00,MAX_OPEN,2158.622142857133,16.189666071428498,388.5,,,,0.55
2024-03-12 11:00:00-04:00,QQQ,11:00,MAX_OPEN,2158.622142857133,16.189666071428498,442.4,,,,0.55
2024-03-12 15:00:00-04:00,JPM,15:00,PROBWIN_LOW,2151.6917857142757,16.13768839285707,190.04,,,0.28202159378275754,0.55
2024-03-12 15:30:00-04:00,JPM,15:30,PROBWIN_LOW,2151.6917857142757,16.13768839285707,190.13,,,0.5204462866296053,0.55
2024-03-12 15:30:00-04:00,QQQ,15:30,PROBWIN_LOW,2151.6917857142757,16.13768839285707,443.45,,,0.33555122198322623,0.55
2024-03-12 15:30:00-04:00,SPY,15:30,PROBWIN_LOW,2151.6917857142757,16.13768839285707,517.05,,,0.4396112957952854,0.55
2024-03-13 09:45:00-04:00,JPM,09:45,MAX_OPEN,2175.263214285704,16.314474107142782,190.41,,,,0.55
2024-03-13 10:00:00-04:00,GS,10:00,MAX_OPEN,2175.263214285704,16.314474107142782,391.015,,,,0.55
2024-03-13 10:00:00-04:00,JPM,10:00,MAX_OPEN,2175.263214285704,16.314474107142782,190.845,,,,0.55
2024-03-13 10:15:00-04:00,JPM,10:15,MAX_OPEN,2199.5460714285614,16.49659553571421,191.04,,,,0.55
2024-03-13 10:30:00-04:00,JPM,10:30,PROBWIN_LOW,2270.50357142856,17.0287767857142,191.41,,,0.4560651753196745,0.55
2024-03-13 10:45:00-04:00,GS,10:45,PROBWIN_LOW,2270.50357142856,17.0287767857142,393.41,,,0.45620037318899337,0.55
2024-03-13 11:00:00-04:00,GS,11:00,PROBWIN_LOW,2254.1428571428455,16.90607142857134,394.17,,,0.5150912805135804,0.55
2024-03-15 09:45:00-04:00,JPM,09:45,DAILY_STOP,2172.586785714275,16.29440089285706,188.61,,,,0.55
