ticker,score,momentum,volatility,trend,price,asof_date
AZN,,,0.10074681972532173,DN,,2025-12-18
BA,,,0.0,DN,,2025-12-18
BAC,,,0.0,DN,,2025-12-18
BLK,,,0.0,DN,,2025-12-18
CAT,,,0.0,DN,,2025-12-18
CF,,,0.0,DN,,2025-12-18
CHTR,,,0.0,DN,,2025-12-18
CI,,,0.0,DN,,2025-12-18
CL,,,0.0,DN,,2025-12-18
CLF,,,0.0,DN,,2025-12-18
CMCSA,,,0.0,DN,,2025-12-18
CME,,,0.0,DN,,2025-12-18
COP,,,0.0,DN,,2025-12-18
COST,,,0.0,DN,,2025-12-18
CVS,,,0.0,DN,,2025-12-18
CVX,,,0.0,DN,,2025-12-18
DIS,,,0.0,DN,,2025-12-18
DUK,,,0.026660548198267766,DN,,2025-12-18
EOG,,,0.0,DN,,2025-12-18
EVRG,,,0.0,DN,,2025-12-18
EXC,,,0.0,DN,,2025-12-18
FCX,,,0.0,DN,,2025-12-18
FOX,,,0.0,DN,,2025-12-18
FOXA,,,0.0,DN,,2025-12-18
GD,,,0.0,DN,,2025-12-18
GE,,,0.0,DN,,2025-12-18
GEVO,,,0.0,DN,,2025-12-18
GOOG,,,0.0,DN,,2025-12-18
GOOGL,,,0.0,DN,,2025-12-18
GS,,,0.0,DN,,2025-12-18
HAL,,,0.0,DN,,2025-12-18
HCA,,,0.0,DN,,2025-12-18
HD,,,0.0,DN,,2025-12-18
HON,,,0.0,DN,,2025-12-18
ICE,,,0.0,DN,,2025-12-18
JNJ,,,0.0,DN,,2025-12-18
JPM,,,0.0,DN,,2025-12-18
KMB,,,0.0,DN,,2025-12-18
KO,,,0.0,DN,,2025-12-18
LLY,,,0.0,DN,,2025-12-18
LMT,,,0.0,DN,,2025-12-18
LVS,,,0.0,DN,,2025-12-18
MAR,,,0.0,DN,,2025-12-18
MCD,,,0.0,DN,,2025-12-18
META,,,0.032264320559495546,DN,,2025-12-18
MGM,,,0.0,DN,,2025-12-18
MMM,,,0.08125596902192173,DN,,2025-12-18
MO,,,0.0,DN,,2025-12-18
MPC,,,0.0,DN,,2025-12-18
MRK,,,0.0,DN,,2025-12-18
MS,,,0.0,DN,,2025-12-18
MSFT,,,0.0736945359420015,DN,,2025-12-18
MUR,,,0.0,DN,,2025-12-18
NEE,,,0.0,DN,,2025-12-18
NEM,,,0.0,DN,,2025-12-18
NKE,,,0.15035502614160504,DN,,2025-12-18
NOC,,,0.0,DN,,2025-12-18
NVDA,,,0.0,DN,,2025-12-18
OXY,,,0.016868932674317556,DN,,2025-12-18
PEG,,,0.0,DN,,2025-12-18
PEP,,,0.0,DN,,2025-12-18
PFE,,,0.0,DN,,2025-12-18
PG,,,0.0,DN,,2025-12-18
PM,,,0.0,DN,,2025-12-18
PPL,,,0.02899264063277194,DN,,2025-12-18
PSX,,,0.0,DN,,2025-12-18
RCL,,,0.07461784642746583,DN,,2025-12-18
REGN,,,0.0,DN,,2025-12-18
RTX,,,0.0,DN,,2025-12-18
SCCO,,,0.0,DN,,2025-12-18
SCHW,,,0.0668793076298776,DN,,2025-12-18
SLB,,,0.0,DN,,2025-12-18
SO,,,0.020528199728311117,DN,,2025-12-18
SPGI,,,0.042748800640083955,DN,,2025-12-18
T,,,0.0,DN,,2025-12-18
TJX,,,0.0,DN,,2025-12-18
TSLA,,,0.0,DN,,2025-12-18
ULTA,,,0.0,DN,,2025-12-18
UNH,,,0.036193296166122865,DN,,2025-12-18
VRTX,,,0.0,DN,,2025-12-18
VZ,,,0.05134211950690485,DN,,2025-12-18
WEC,,,0.04452609825242479,DN,,2025-12-18
WFC,,,0.0,DN,,2025-12-18
WMT,,,0.0,DN,,2025-12-18
XOM,,,0.020125542547177362,DN,116.55999755859375,2025-12-18
AA,,,0.0,DN,,2025-12-19
AAPL,,,0.0,DN,,2025-12-19
ABBV,,,0.0,DN,,2025-12-19
ADYEY,,,0.05562220257744375,DN,,2025-12-19
AEP,,,0.0,DN,,2025-12-19
ALB,,,0.17040111558128704,DN,,2025-12-19
AMT,,,0.0,DN,,2025-12-19
AMZN,,,0.0,DN,,2025-12-19
ARM,,,0.0,DN,,2025-12-19
ASML,,,0.0,DN,,2025-12-19
AVGO,,,0.0,DN,,2025-12-19
AZN,,,0.0,DN,,2025-12-19
BA,,,0.0,DN,,2025-12-19
BAC,,,0.0,DN,,2025-12-19
BLK,,,0.0,DN,,2025-12-19
CAT,,,0.0,DN,,2025-12-19
CF,,,0.0,DN,,2025-12-19
CHTR,,,0.0,DN,,2025-12-19
CI,,,0.0,DN,,2025-12-19
CL,,,0.0,DN,,2025-12-19
CLF,,,0.0,DN,,2025-12-19
CMCSA,,,0.0,DN,,2025-12-19
CME,,,0.0,DN,,2025-12-19
COP,,,0.0,DN,,2025-12-19
COST,,,0.0,DN,,2025-12-19
CVS,,,0.0,DN,,2025-12-19
CVX,,,0.0,DN,,2025-12-19
DIS,,,0.0,DN,,2025-12-19
DUK,,,0.0,DN,,2025-12-19
EOG,,,0.0048767392381173,DN,,2025-12-19
EVRG,,,0.07689367508129892,DN,,2025-12-19
EXC,,,0.10201078921712461,DN,,2025-12-19
FCX,,,0.05901760616170526,DN,,2025-12-19
FOX,,,0.10498078265556618,DN,,2025-12-19
FOXA,,,0.12853663851602237,DN,,2025-12-19
GD,,,0.08725583140899287,DN,,2025-12-19
GE,,,0.04867115634474351,DN,,2025-12-19
GEVO,,,0.35654688107427684,DN,,2025-12-19
GOOG,,,0.23503581507113439,DN,,2025-12-19
GOOGL,,,0.0,DN,,2025-12-19
GS,,,0.0457344329921491,DN,,2025-12-19
HAL,,,0.0,DN,,2025-12-19
HCA,,,0.0,DN,,2025-12-19
HD,,,0.0,DN,,2025-12-19
HON,,,0.0,DN,,2025-12-19
ICE,,,0.0,DN,,2025-12-19
JNJ,,,0.0,DN,,2025-12-19
JPM,,,0.0,DN,,2025-12-19
KMB,,,0.0,DN,,2025-12-19
KO,,,0.12846610764916314,DN,,2025-12-19
LLY,,,0.0,DN,,2025-12-19
LMT,,,0.0,DN,,2025-12-19
LVS,,,0.0,DN,,2025-12-19
MAR,,,0.0,DN,,2025-12-19
MCD,,,0.0,DN,,2025-12-19
META,,,0.0,DN,,2025-12-19
MGM,,,0.0,DN,,2025-12-19
MMM,,,0.0,DN,,2025-12-19
MO,,,0.0,DN,,2025-12-19
MPC,,,0.0,DN,,2025-12-19
MRK,,,0.0,DN,,2025-12-19
MS,,,0.0,DN,,2025-12-19
MSFT,,,0.0,DN,,2025-12-19
MUR,,,0.0,DN,,2025-12-19
NEE,,,0.0,DN,,2025-12-19
NEM,,,0.0,DN,,2025-12-19
NKE,,,0.0,DN,,2025-12-19
NOC,,,0.0,DN,,2025-12-19
NVDA,,,0.0,DN,,2025-12-19
OXY,,,0.0,DN,,2025-12-19
PEG,,,0.0,DN,,2025-12-19
PEP,,,0.024118853576786253,DN,,2025-12-19
PFE,,,0.0,DN,,2025-12-19
PG,,,0.0,DN,,2025-12-19
PM,,,0.0,DN,,2025-12-19
PPL,,,0.0,DN,,2025-12-19
PSX,,,0.0,DN,,2025-12-19
RCL,,,0.0,DN,,2025-12-19
REGN,,,0.0,DN,,2025-12-19
RTX,,,0.0,DN,,2025-12-19
SCCO,,,0.0,DN,,2025-12-19
SCHW,,,0.0,DN,,2025-12-19
SLB,,,0.0,DN,,2025-12-19
SO,,,0.09788425641754014,DN,,2025-12-19
SPGI,,,0.08848553900370773,DN,,2025-12-19
T,,,0.07906144911306569,DN,,2025-12-19
TJX,,,0.002891686048753855,DN,,2025-12-19
TSLA,,,0.0,DN,,2025-12-19
ULTA,,,0.0,DN,,2025-12-19
UNH,,,0.0,DN,,2025-12-19
VRTX,,,0.0,DN,,2025-12-19
VZ,,,0.0,DN,,2025-12-19
WEC,,,0.0,DN,,2025-12-19
WFC,,,0.0,DN,,2025-12-19
WMT,,,0.0,DN,,2025-12-19
XOM,,,0.07693364756012788,DN,116.66000366210938,2025-12-19
AA,,,0.0,DN,,2025-12-22
AAPL,,,0.0,DN,,2025-12-22
ABBV,,,0.0,DN,,2025-12-22
ADYEY,,,0.0416641665592965,DN,,2025-12-22
AEP,,,0.0,DN,,2025-12-22
ALB,,,0.0,DN,,2025-12-22
AMT,,,0.0,DN,,2025-12-22
AMZN,,,0.0,DN,,2025-12-22
ARM,,,0.0,DN,,2025-12-22
ASML,,,0.0,DN,,2025-12-22
AVGO,,,0.0,DN,,2025-12-22
AZN,,,0.0,DN,,2025-12-22
BA,,,0.0,DN,,2025-12-22
BAC,,,0.0,DN,,2025-12-22
BLK,,,0.0,DN,,2025-12-22
CAT,,,0.0,DN,,2025-12-22
CF,,,0.0,DN,,2025-12-22
CHTR,,,0.0,DN,,2025-12-22
CI,,,0.0,DN,,2025-12-22
CL,,,0.0,DN,,2025-12-22
CLF,,,0.0,DN,,2025-12-22
CMCSA,,,0.0,DN,,2025-12-22
CME,,,0.0,DN,,2025-12-22
COP,,,0.0,DN,,2025-12-22
COST,,,0.0,DN,,2025-12-22
CVS,,,0.0,DN,,2025-12-22
CVX,,,0.0,DN,,2025-12-22
DIS,,,0.0,DN,,2025-12-22
DUK,,,0.0,DN,,2025-12-22
EOG,,,0.0,DN,,2025-12-22
EVRG,,,0.0,DN,,2025-12-22
EXC,,,0.07423718053623436,DN,,2025-12-22
FCX,,,0.019847907136886993,DN,,2025-12-22
FOX,,,0.0069318013186503,DN,,2025-12-22
FOXA,,,0.06663113536835848,DN,,2025-12-22
GD,,,0.0038871908440766987,DN,,2025-12-22
GE,,,0.033445394846319046,DN,,2025-12-22
GEVO,,,0.10280762731226345,DN,,2025-12-22
GOOG,,,0.0020319796263770324,DN,,2025-12-22
GOOGL,,,0.0014450121539731956,DN,,2025-12-22
GS,,,0.04393889569545134,DN,,2025-12-22
HAL,,,0.00793653670837905,DN,,2025-12-22
HCA,,,0.0023678367940831845,DN,,2025-12-22
HD,,,0.022564797839472406,DN,,2025-12-22
HON,,,0.0,DN,,2025-12-22
ICE,,,0.0,DN,,2025-12-22
JNJ,,,0.0,DN,,2025-12-22
JPM,,,0.0,DN,,2025-12-22
KMB,,,0.0,DN,,2025-12-22
KO,,,0.0,DN,,2025-12-22
LLY,,,0.0,DN,,2025-12-22
LMT,,,0.0,DN,,2025-12-22
LVS,,,0.0,DN,,2025-12-22
MAR,,,0.04977817838248328,DN,,2025-12-22
MCD,,,0.0,DN,,2025-12-22
META,,,0.0,DN,,2025-12-22
MGM,,,0.0,DN,,2025-12-22
MMM,,,0.0,DN,,2025-12-22
MO,,,0.0,DN,,2025-12-22
MPC,,,0.0,DN,,2025-12-22
MRK,,,0.0,DN,,2025-12-22
MS,,,0.0,DN,,2025-12-22
MSFT,,,0.0,DN,,2025-12-22
MUR,,,0.0,DN,,2025-12-22
NEE,,,0.0,DN,,2025-12-22
NEM,,,0.0,DN,,2025-12-22
NKE,,,0.0,DN,,2025-12-22
NOC,,,0.0,DN,,2025-12-22
NVDA,,,0.0,DN,,2025-12-22
OXY,,,0.0,DN,,2025-12-22
PEG,,,0.0,DN,,2025-12-22
PEP,,,0.0,DN,,2025-12-22
PFE,,,0.0,DN,,2025-12-22
PG,,,0.0,DN,,2025-12-22
PM,,,0.0,DN,,2025-12-22
PPL,,,0.0,DN,,2025-12-22
PSX,,,0.0,DN,,2025-12-22
RCL,,,0.008740069746561182,DN,,2025-12-22
REGN,,,0.0,DN,,2025-12-22
RTX,,,0.0,DN,,2025-12-22
SCCO,,,0.0,DN,,2025-12-22
SCHW,,,0.0,DN,,2025-12-22
SLB,,,0.0,DN,,2025-12-22
SO,,,0.0,DN,,2025-12-22
SPGI,,,0.0,DN,,2025-12-22
T,,,0.0,DN,,2025-12-22
TJX,,,0.004699787011027722,DN,,2025-12-22
TSLA,,,0.02581838389854198,DN,,2025-12-22
ULTA,,,0.09672547130337247,DN,,2025-12-22
UNH,,,0.0,DN,,2025-12-22
VRTX,,,0.0,DN,,2025-12-22
VZ,,,0.0,DN,,2025-12-22
WEC,,,0.0,DN,,2025-12-22
WFC,,,0.0,DN,,2025-12-22
WMT,,,0.0,DN,,2025-12-22
XOM,,,0.02647341666489617,DN,118.11000061035156,2025-12-22
AA,,,0.0,DN,,2025-12-23
AAPL,,,0.0,DN,,2025-12-23
ABBV,,,0.03720477326800129,DN,,2025-12-23
ADYEY,,,0.0,DN,,2025-12-23
AEP,,,0.04864824441383776,DN,,2025-12-23
ALB,,,0.0,DN,,2025-12-23
AMT,,,0.0,DN,,2025-12-23
AMZN,,,0.0,DN,,2025-12-23
ARM,,,0.0,DN,,2025-12-23
ASML,,,0.0,DN,,2025-12-23
AVGO,,,0.0,DN,,2025-12-23
AZN,,,0.0,DN,,2025-12-23
BA,,,0.0,DN,,2025-12-23
BAC,,,0.0,DN,,2025-12-23
BLK,,,0.0,DN,,2025-12-23
CAT,,,0.04329993635047283,DN,,2025-12-23
CF,,,0.06278719772886915,DN,,2025-12-23
CHTR,,,0.008717813607368704,DN,,2025-12-23
CI,,,0.01876396167635292,DN,,2025-12-23
CL,,,0.006989064480851608,DN,,2025-12-23
CLF,,,0.0,DN,,2025-12-23
CMCSA,,,0.0,DN,,2025-12-23
CME,,,0.0,DN,,2025-12-23
COP,,,0.0,DN,,2025-12-23
COST,,,0.0,DN,,2025-12-23
CVS,,,0.0,DN,,2025-12-23
CVX,,,0.0,DN,,2025-12-23
DIS,,,0.0,DN,,2025-12-23
DUK,,,0.0,DN,,2025-12-23
EOG,,,0.0,DN,,2025-12-23
EVRG,,,0.0,DN,,2025-12-23
EXC,,,0.0,DN,,2025-12-23
FCX,,,0.0,DN,,2025-12-23
FOX,,,0.0,DN,,2025-12-23
FOXA,,,0.0,DN,,2025-12-23
GD,,,0.0,DN,,2025-12-23
GE,,,0.0,DN,,2025-12-23
GEVO,,,0.0,DN,,2025-12-23
GOOG,,,0.0,DN,,2025-12-23
GOOGL,,,0.0,DN,,2025-12-23
GS,,,0.0,DN,,2025-12-23
HAL,,,0.0,DN,,2025-12-23
HCA,,,0.0,DN,,2025-12-23
HD,,,0.0,DN,,2025-12-23
HON,,,0.0,DN,,2025-12-23
ICE,,,0.0,DN,,2025-12-23
JNJ,,,0.0,DN,,2025-12-23
JPM,,,0.0,DN,,2025-12-23
KMB,,,0.0,DN,,2025-12-23
KO,,,0.009598527251823153,DN,,2025-12-23
LLY,,,0.008139581889703313,DN,,2025-12-23
LMT,,,0.042555737509752035,DN,,2025-12-23
LVS,,,0.024014720070636597,DN,,2025-12-23
MAR,,,0.03482127740749439,DN,,2025-12-23
MCD,,,0.010066863969335734,DN,,2025-12-23
META,,,0.017814065720330556,DN,,2025-12-23
MGM,,,0.030273948542275244,DN,,2025-12-23
MMM,,,0.019564287407621558,DN,,2025-12-23
MO,,,0.08596529173023926,DN,,2025-12-23
MPC,,,0.010755097131813487,DN,,2025-12-23
MRK,,,0.06725229082522949,DN,,2025-12-23
MS,,,0.0,DN,,2025-12-23
MSFT,,,0.0,DN,,2025-12-23
MUR,,,0.0,DN,,2025-12-23
NEE,,,0.0,DN,,2025-12-23
NEM,,,0.0,DN,,2025-12-23
NKE,,,0.0,DN,,2025-12-23
NOC,,,0.0,DN,,2025-12-23
NVDA,,,0.0,DN,,2025-12-23
OXY,,,0.0,DN,,2025-12-23
PEG,,,0.0,DN,,2025-12-23
PEP,,,0.0,DN,,2025-12-23
PFE,,,0.0,DN,,2025-12-23
PG,,,0.0,DN,,2025-12-23
PM,,,0.0,DN,,2025-12-23
PPL,,,0.0,DN,,2025-12-23
PSX,,,0.0,DN,,2025-12-23
RCL,,,0.0,DN,,2025-12-23
REGN,,,0.0,DN,,2025-12-23
RTX,,,0.0,DN,,2025-12-23
SCCO,,,0.0,DN,,2025-12-23
SCHW,,,0.0,DN,,2025-12-23
SLB,,,0.0,DN,,2025-12-23
SO,,,0.0,DN,,2025-12-23
SPGI,,,0.0,DN,,2025-12-23
T,,,0.0,DN,,2025-12-23
TJX,,,0.0,DN,,2025-12-23
TSLA,,,0.0,DN,,2025-12-23
ULTA,,,0.0,DN,,2025-12-23
UNH,,,0.0,DN,,2025-12-23
VRTX,,,0.0,DN,,2025-12-23
VZ,,,0.0,DN,,2025-12-23
WEC,,,0.0,DN,,2025-12-23
WFC,,,0.0,DN,,2025-12-23
WMT,,,0.0,DN,,2025-12-23
XOM,,,0.025314007876346523,DN,119.37999725341797,2025-12-23
AA,,,0.0,DN,,2025-12-24
AAPL,,,0.0,DN,,2025-12-24
ABBV,,,0.0,DN,,2025-12-24
ADYEY,,,0.0,DN,,2025-12-24
AEP,,,0.0,DN,,2025-12-24
ALB,,,0.0,DN,,2025-12-24
AMT,,,0.0,DN,,2025-12-24
AMZN,,,0.0,DN,,2025-12-24
ARM,,,0.0,DN,,2025-12-24
ASML,,,0.0,DN,,2025-12-24
AVGO,,,0.0,DN,,2025-12-24
AZN,,,0.0048339300776515165,DN,,2025-12-24
BA,,,0.013285143041524611,DN,,2025-12-24
BAC,,,0.0,DN,,2025-12-24
BLK,,,0.0,DN,,2025-12-24
CAT,,,0.0,DN,,2025-12-24
CF,,,0.0,DN,,2025-12-24
CHTR,,,0.027922067735228477,DN,,2025-12-24
CI,,,0.0,DN,,2025-12-24
CL,,,0.012084233316203122,DN,,2025-12-24
CLF,,,0.0,DN,,2025-12-24
CMCSA,,,0.0,DN,,2025-12-24
CME,,,0.0,DN,,2025-12-24
COP,,,0.0,DN,,2025-12-24
COST,,,0.0,DN,,2025-12-24
CVS,,,0.0014145558352228968,DN,,2025-12-24
CVX,,,0.0034085085020599554,DN,,2025-12-24
DIS,,,0.0,DN,,2025-12-24
DUK,,,0.0,DN,,2025-12-24
EOG,,,0.0,DN,,2025-12-24
EVRG,,,0.0,DN,,2025-12-24
EXC,,,0.0,DN,,2025-12-24
FCX,,,0.0,DN,,2025-12-24
FOX,,,0.0,DN,,2025-12-24
FOXA,,,0.0,DN,,2025-12-24
GD,,,0.0,DN,,2025-12-24
GE,,,0.0,DN,,2025-12-24
GEVO,,,0.0,DN,,2025-12-24
GOOG,,,0.06393187431470128,DN,,2025-12-24
GOOGL,,,0.05316545455713961,DN,,2025-12-24
GS,,,0.016327486817493405,DN,,2025-12-24
HAL,,,0.0079421740454621,DN,,2025-12-24
HCA,,,0.012716322767308306,DN,,2025-12-24
HD,,,0.0,DN,,2025-12-24
HON,,,0.0,DN,,2025-12-24
ICE,,,0.0,DN,,2025-12-24
JNJ,,,0.0,DN,,2025-12-24
JPM,,,0.0,DN,,2025-12-24
KMB,,,0.0,DN,,2025-12-24
KO,,,0.0,DN,,2025-12-24
LLY,,,0.0,DN,,2025-12-24
LMT,,,0.0,DN,,2025-12-24
LVS,,,0.0,DN,,2025-12-24
MAR,,,0.0,DN,,2025-12-24
MCD,,,0.0,DN,,2025-12-24
META,,,0.0,DN,,2025-12-24
MGM,,,0.0,DN,,2025-12-24
MMM,,,0.002926246084050724,DN,,2025-12-24
MO,,,0.0,DN,,2025-12-24
MPC,,,0.0,DN,,2025-12-24
MRK,,,0.0,DN,,2025-12-24
MS,,,0.0,DN,,2025-12-24
MSFT,,,0.0,DN,,2025-12-24
MUR,,,0.01419307610784831,DN,,2025-12-24
NEE,,,0.0,DN,,2025-12-24
NEM,,,0.0,DN,,2025-12-24
NKE,,,0.0,DN,,2025-12-24
NOC,,,0.0,DN,,2025-12-24
NVDA,,,0.0,DN,,2025-12-24
OXY,,,0.0,DN,,2025-12-24
PEG,,,0.0,DN,,2025-12-24
PEP,,,0.0,DN,,2025-12-24
PFE,,,0.0,DN,,2025-12-24
PG,,,0.003096636483772849,DN,,2025-12-24
PM,,,0.008211446657494553,DN,,2025-12-24
PPL,,,0.0,DN,,2025-12-24
PSX,,,0.0,DN,,2025-12-24
RCL,,,0.0,DN,,2025-12-24
REGN,,,0.0,DN,,2025-12-24
RTX,,,0.0,DN,,2025-12-24
SCCO,,,0.0,DN,,2025-12-24
SCHW,,,0.0,DN,,2025-12-24
SLB,,,0.0029397287057393497,DN,,2025-12-24
SO,,,0.0,DN,,2025-12-24
SPGI,,,0.0,DN,,2025-12-24
T,,,0.0,DN,,2025-12-24
TJX,,,0.0,DN,,2025-12-24
TSLA,,,0.0,DN,,2025-12-24
ULTA,,,0.0,DN,,2025-12-24
UNH,,,0.0,DN,,2025-12-24
VRTX,,,0.0,DN,,2025-12-24
VZ,,,0.0027793533232607984,DN,,2025-12-24
WEC,,,0.0,DN,,2025-12-24
WFC,,,0.0,DN,,2025-12-24
WMT,,,0.0,DN,,2025-12-24
XOM,,,0.002797652273200245,DN,119.87000274658203,2025-12-24
AA,,,0.006180715977546133,DN,,2025-12-26
AAPL,,,0.0,DN,,2025-12-26
ABBV,,,0.0,DN,,2025-12-26
ADYEY,,,0.0,DN,,2025-12-26
AEP,,,0.015474873263323474,DN,,2025-12-26
ALB,,,0.0,DN,,2025-12-26
AMT,,,0.0,DN,,2025-12-26
AMZN,,,0.0,DN,,2025-12-26
ARM,,,0.0,DN,,2025-12-26
ASML,,,0.0,DN,,2025-12-26
AVGO,,,0.0,DN,,2025-12-26
AZN,,,0.0,DN,,2025-12-26
BA,,,0.0,DN,,2025-12-26
BAC,,,0.0,DN,,2025-12-26
BLK,,,0.0,DN,,2025-12-26
CAT,,,0.0,DN,,2025-12-26
CF,,,0.0,DN,,2025-12-26
CHTR,,,0.0,DN,,2025-12-26
CI,,,0.0,DN,,2025-12-26
CL,,,0.0,DN,,2025-12-26
CLF,,,0.0,DN,,2025-12-26
CMCSA,,,0.0,DN,,2025-12-26
CME,,,0.0,DN,,2025-12-26
COP,,,0.0,DN,,2025-12-26
COST,,,0.0,DN,,2025-12-26
CVS,,,0.0,DN,,2025-12-26
CVX,,,0.0,DN,,2025-12-26
DIS,,,0.0,DN,,2025-12-26
DUK,,,0.021958330838536533,DN,,2025-12-26
EOG,,,0.04112063261035569,DN,,2025-12-26
EVRG,,,0.01229584797317836,DN,,2025-12-26
EXC,,,0.01798507161055229,DN,,2025-12-26
FCX,,,0.044353661652165685,DN,,2025-12-26
FOX,,,0.06473279488189708,DN,,2025-12-26
FOXA,,,0.018036921814147792,DN,,2025-12-26
GD,,,0.003918985328834562,DN,,2025-12-26
GE,,,0.0,DN,,2025-12-26
GEVO,,,0.10828405729097293,DN,,2025-12-26
GOOG,,,0.0,DN,,2025-12-26
GOOGL,,,0.0,DN,,2025-12-26
GS,,,0.0,DN,,2025-12-26
HAL,,,0.0,DN,,2025-12-26
HCA,,,0.0,DN,,2025-12-26
HD,,,0.0,DN,,2025-12-26
HON,,,0.0,DN,,2025-12-26
ICE,,,0.03149734963245614,DN,,2025-12-26
JNJ,,,0.0,DN,,2025-12-26
JPM,,,0.0,DN,,2025-12-26
KMB,,,0.0,DN,,2025-12-26
KO,,,0.0,DN,,2025-12-26
LLY,,,0.0,DN,,2025-12-26
LMT,,,0.0,DN,,2025-12-26
LVS,,,0.0,DN,,2025-12-26
MAR,,,0.0,DN,,2025-12-26
MCD,,,0.0,DN,,2025-12-26
META,,,0.0,DN,,2025-12-26
MGM,,,0.0,DN,,2025-12-26
MMM,,,0.0,DN,,2025-12-26
MO,,,0.0,DN,,2025-12-26
MPC,,,0.0,DN,,2025-12-26
MRK,,,0.0,DN,,2025-12-26
MS,,,0.0,DN,,2025-12-26
MSFT,,,0.0,DN,,2025-12-26
MUR,,,0.0,DN,,2025-12-26
NEE,,,0.0,DN,,2025-12-26
NEM,,,0.021158533794029436,DN,,2025-12-26
NKE,,,0.0,DN,,2025-12-26
NOC,,,0.0,DN,,2025-12-26
NVDA,,,0.0,DN,,2025-12-26
OXY,,,0.0,DN,,2025-12-26
PEG,,,0.0,DN,,2025-12-26
PEP,,,0.0,DN,,2025-12-26
PFE,,,0.0,DN,,2025-12-26
PG,,,0.0,DN,,2025-12-26
PM,,,0.0,DN,,2025-12-26
PPL,,,0.0,DN,,2025-12-26
PSX,,,0.0,DN,,2025-12-26
RCL,,,0.0,DN,,2025-12-26
REGN,,,0.0,DN,,2025-12-26
RTX,,,0.0,DN,,2025-12-26
SCCO,,,0.00896902111628449,DN,,2025-12-26
SCHW,,,0.03736998203406054,DN,,2025-12-26
SLB,,,0.00887879643153422,DN,,2025-12-26
SO,,,0.007691699398465366,DN,,2025-12-26
SPGI,,,0.034681841588383215,DN,,2025-12-26
T,,,0.0,DN,,2025-12-26
TJX,,,0.0,DN,,2025-12-26
TSLA,,,0.0,DN,,2025-12-26
ULTA,,,0.0,DN,,2025-12-26
UNH,,,0.0,DN,,2025-12-26
VRTX,,,0.0,DN,,2025-12-26
VZ,,,0.0,DN,,2025-12-26
WEC,,,0.0,DN,,2025-12-26
WFC,,,0.0,DN,,2025-12-26
WMT,,,0.0,DN,,2025-12-26
XOM,,,0.007511632884632219,DN,119.11499786376953,2025-12-26
AA,,,0.0,DN,,2025-12-29
AAPL,,,0.012176608662409022,DN,,2025-12-29
ABBV,,,0.0,DN,,2025-12-29
ADYEY,,,0.0,DN,,2025-12-29
AEP,,,0.0,DN,,2025-12-29
ALB,,,0.0,DN,,2025-12-29
AMT,,,0.014000161585436696,DN,,2025-12-29
AMZN,,,0.0,DN,,2025-12-29
ARM,,,0.06055336385040836,DN,,2025-12-29
ASML,,,0.0,DN,,2025-12-29
AVGO,,,0.0,DN,,2025-12-29
AZN,,,0.0,DN,,2025-12-29
BA,,,0.0,DN,,2025-12-29
BAC,,,0.00201900769661246,DN,,2025-12-29
BLK,,,0.0,DN,,2025-12-29
CAT,,,0.0,DN,,2025-12-29
CF,,,0.0,DN,,2025-12-29
CHTR,,,0.0,DN,,2025-12-29
CI,,,0.0,DN,,2025-12-29
CL,,,0.0,DN,,2025-12-29
CLF,,,0.0,DN,,2025-12-29
CMCSA,,,0.0,DN,,2025-12-29
CME,,,0.0,DN,,2025-12-29
COP,,,0.0,DN,,2025-12-29
COST,,,0.0,DN,,2025-12-29
CVS,,,0.0,DN,,2025-12-29
CVX,,,0.0,DN,,2025-12-29
DIS,,,0.0,DN,,2025-12-29
DUK,,,0.0,DN,,2025-12-29
EOG,,,0.0,DN,,2025-12-29
EVRG,,,0.03372207760894104,DN,,2025-12-29
EXC,,,0.015875529770920445,DN,,2025-12-29
FCX,,,0.08221574285930595,DN,,2025-12-29
FOX,,,0.03086471451973088,DN,,2025-12-29
FOXA,,,0.0,DN,,2025-12-29
GD,,,0.0,DN,,2025-12-29
GE,,,0.0,DN,,2025-12-29
GEVO,,,0.0,DN,,2025-12-29
GOOG,,,0.0,DN,,2025-12-29
GOOGL,,,0.0,DN,,2025-12-29
GS,,,0.0,DN,,2025-12-29
HAL,,,0.0,DN,,2025-12-29
HCA,,,0.0,DN,,2025-12-29
HD,,,0.0,DN,,2025-12-29
HON,,,0.0,DN,,2025-12-29
ICE,,,0.0,DN,,2025-12-29
JNJ,,,0.04192822363601584,DN,,2025-12-29
JPM,,,0.0,DN,,2025-12-29
KMB,,,0.0,DN,,2025-12-29
KO,,,0.0,DN,,2025-12-29
LLY,,,0.0,DN,,2025-12-29
LMT,,,0.0,DN,,2025-12-29
LVS,,,0.0,DN,,2025-12-29
MAR,,,0.0,DN,,2025-12-29
MCD,,,0.0,DN,,2025-12-29
META,,,0.0,DN,,2025-12-29
MGM,,,0.0,DN,,2025-12-29
MMM,,,0.025546833959602548,DN,,2025-12-29
MO,,,0.0,DN,,2025-12-29
MPC,,,0.0,DN,,2025-12-29
MRK,,,0.0,DN,,2025-12-29
MS,,,0.0,DN,,2025-12-29
MSFT,,,0.0,DN,,2025-12-29
MUR,,,0.0,DN,,2025-12-29
NEE,,,0.0,DN,,2025-12-29
NEM,,,0.0,DN,,2025-12-29
NKE,,,0.0,DN,,2025-12-29
NOC,,,0.03862481937934334,DN,,2025-12-29
