total_trades,buys,sells,winning_trades,losing_trades,win_rate,total_pnl_pct,avg_pnl_pct,max_win,max_loss,profit_factor,avg_days_held,final_equity,max_drawdown
86,66,20,75,11,87.20930232558139,48176.375933463736,560.1904178309737,3309.919545698703,-85.32820683687338,12.062836942815434,0.08139534883720931,4827637.593346374,293.8008563807336
