ticker,sector,regime,prob_win_cal,entry_price,tp_price,sl_price,qty,position_cash,total_exposure,exp_pnl,exp_pnl_net,exp_pnl_cash,etth_days,epnl_time,signal_timestamp,valid_until,model_version,asof_date,model_hash,calibration_version,thresholds_applied,data_freshness_date,entry_source,risk_level
PFE,Other,high_vol,0.9707066492901794,25.21999931335449,26.39535522973216,24.397250171890118,9,250.0,226.9799938201904,0.044283297167730704,0.0437832971677307,10.945824291932675,2.053752280914757,0.0215621414419107,2025-11-24,2025-11-25,Baseline-Calibrated-Q4-2025,2025-11-24,94e0ee20e4,Baseline-Calibrated-Q4-2025,"{'low_vol': 0.6, 'med_vol': 0.62, 'high_vol': 0.65}",2025-11-23,signal,low
