ticker,sector,regime,prob_win_cal,entry_price,tp_price,sl_price,qty,position_cash,total_exposure,exp_pnl,exp_pnl_net,exp_pnl_cash,etth_days,epnl_time,signal_timestamp,valid_until,model_version,asof_date,model_hash,calibration_version,thresholds_applied,data_freshness_date,entry_source,risk_level
PFE,Other,high_vol,0.9184326652523799,25.040000915527344,26.30239946824077,24.156321928627946,9,250.0,225.3600082397461,0.04342446836618166,0.04292446836618166,10.731117091545416,1.9133511720704564,0.022695503575118212,2025-11-21,2025-11-22,Baseline-Calibrated-Q4-2025,2025-11-21,94e0ee20e4,Baseline-Calibrated-Q4-2025,"{'low_vol': 0.59, 'med_vol': 0.61, 'high_vol': 0.64}",2025-11-20,signal,low
WMT,Consumer,med_vol,0.8729307046520614,105.31999969482422,108.1568570552385,103.33419954253421,2,250.0,210.63999938964844,0.02111703071605512,0.02061703071605512,5.15425767901378,2.771654100179341,0.00761892716507761,2025-11-21,2025-11-22,Baseline-Calibrated-Q4-2025,2025-11-21,94e0ee20e4,Baseline-Calibrated-Q4-2025,"{'low_vol': 0.59, 'med_vol': 0.61, 'high_vol': 0.64}",2025-11-20,signal,low
