simulation,step,equity
0,92,2.617735608115304
0,93,2.652638749556841
0,94,2.6880072662175993
0,95,2.7238473631005005
0,96,2.7601653279418406
0,97,2.7969675323143988
1,0,1.0
1,1,1.0133333333333334
1,2,1.0032
1,3,1.0165760000000001
1,4,1.030130346666667
1,5,1.043865417955556
1,6,1.0334267637760004
1,7,1.0472057872930138
1,8,1.0611685311235874
1,9,1.0753174448719023
1,10,1.0896550108035277
1,11,1.104183744280908
1,12,1.0931419068380988
1,13,1.107717132262607
1,14,1.1224866940261082
1,15,1.1374531832797896
1,16,1.1526192257235202
1,17,1.1679874820665006
1,18,1.1563076072458356
1,19,1.1717250420091134
1,20,1.187348042569235
1,21,1.2031793498034917
1,22,1.219221741134205
1,23,1.2354780310159947
1,24,1.2231232507058347
1,25,1.2394315607152462
1,26,1.2559573148581162
1,27,1.272703412389558
1,28,1.2896727912214185
1,29,1.306868428437704
1,30,1.3242933408168738
1,31,1.341950585361099
1,32,1.3285310795074878
1,33,1.3462448272342546
1,34,1.332782378961912
1,35,1.3505528106814046
1,36,1.36856018149049
1,37,1.354874579675585
1,38,1.3729395740712595
1,39,1.3912454350588765
1,40,1.409795374192995
1,41,1.4285926458489016
1,42,1.4476405477935537
1,43,1.4669424217641345
1,44,1.486501654054323
1,45,1.5063216761083804
1,46,1.526405965123159
1,47,1.5467580446581342
1,48,1.5312904642115528
1,49,1.5517076704010402
1,50,1.572397106006388
1,51,1.59336240075314
1,52,1.614607232763182
1,53,1.6361353292000242
1,54,1.657950466922691
1,55,1.6800564731483267
1,56,1.702457226123638
1,57,1.7251566558052867
1,58,1.7481587445493574
1,59,1.7306771571038637
1,60,1.7537528525319155
1,61,1.7771362238990078
1,62,1.8008313735509947
1,63,1.7828230598154846
1,64,1.8065940339463575
1,65,1.8306819543989759
1,66,1.8550910471242952
1,67,1.8798255944192859
1,68,1.9048899356782099
1,69,1.9302884681539194
1,70,1.9560256477293048
1,71,1.982105989699029
1,72,2.0085340695616827
1,73,2.0353145238225054
1,74,2.0624520508068054
1,75,2.0899514114842295
1,76,2.1178174303040196
1,77,2.1460549960414066
1,78,2.1245944460809927
1,79,2.152922372028739
1,80,2.131393148308452
1,81,2.1598117236192316
1,82,2.188609213267488
1,83,2.2177906694443883
1,84,2.2473612117036468
1,85,2.2773260278596954
1,86,2.307690374897825
1,87,2.3384595798964627
1,88,2.369639040961749
1,89,2.4012342281745727
1,90,2.377221885892827
1,91,2.4089181777047313
1,92,2.4410370867407947
1,93,2.473584247897339
1,94,2.5065653712026363
1,95,2.5399862428186717
1,96,2.5738527260562543
1,97,2.6081707624036716
2,0,1.0
2,1,1.0133333333333334
2,2,1.0268444444444447
2,3,1.040535703703704
2,4,1.0544095130864202
2,5,1.043865417955556
2,6,1.0577836235282967
2,7,1.0718874051753406
2,8,1.0861792372443453
2,9,1.1006616270742697
2,10,1.11533711543526
2,11,1.1302082769743969
2,12,1.145277720667389
2,13,1.1605480902762877
2,14,1.176022064813305
2,15,1.191702359010816
2,16,1.207591723797627
2,17,1.2236929467815951
2,18,1.240008852738683
2,19,1.227608764211296
2,20,1.2439768810674467
2,21,1.2315371122567722
2,22,1.2192217411342046
2,23,1.2354780310159938
2,24,1.2519510714295403
2,25,1.2686437523819343
2,26,1.2855590024136936
2,27,1.3026997891125431
2,28,1.3200691196340437
2,29,1.3376700412291642
2,30,1.3555056417788864
2,31,1.3735790503359386
2,32,1.3918934376737513
2,33,1.4104520168427344
2,34,1.396347496674307
2,35,1.4149654632966313
2,36,1.4338316694739195
2,37,1.4529494250669053
2,38,1.4723220840677975
2,39,1.4919530451887015
2,40,1.5118457524578843
2,41,1.5320036958239893
2,42,1.5524304117683092
2,43,1.5731294839252201
2,44,1.5573981890859678
2,45,1.541824207195108
2,46,1.562381863291043
2,47,1.5467580446581324
2,48,1.5673814852535743
2,49,1.5882799050569554
2,50,1.6094569704577146
2,51,1.6309163967304843
2,52,1.6146072327631795
2,53,1.6361353292000218
2,54,1.657950466922689
2,55,1.680056473148325
2,56,1.7024572261236361
2,57,1.6854326538623998
2,58,1.707905089247232
2,59,1.6908260383547598
2,60,1.6739177779712122
2,61,1.6962366816774952
2,62,1.7188531707665287
2,63,1.7417712130434155
2,64,1.7649948292173274
2,65,1.788528093606892
2,66,1.812375134854984
2,67,1.8365401366530505
2,68,1.8610273384750913
2,69,1.8858410363214255
2,70,1.9109855834723777
2,71,1.9364653912520091
2,72,1.9622849298020357
2,73,1.988448728866063
2,74,2.0149613785842773
2,75,1.9948117647984345
2,76,2.021409254995747
2,77,2.0483613783956907
2,78,2.0756728634409667
2,79,2.1033485016201796
2,80,2.1313931483084487
2,81,2.159811723619228
2,82,2.1886092132674846
2,83,2.2177906694443847
2,84,2.2473612117036432
2,85,2.2773260278596914
2,86,2.307690374897821
2,87,2.3384595798964587
2,88,2.369639040961745
2,89,2.401234228174568
2,90,2.3772218858928227
2,91,2.4089181777047273
2,92,2.44103708674079
2,93,2.473584247897333
2,94,2.506565371202631
2,95,2.4814997174906046
2,96,2.5145863803904795
2,97,2.5481141987956857
3,0,1.0
3,1,1.0133333333333332
3,2,1.0268444444444444
3,3,1.0405357037037035
3,4,1.05440951308642
3,5,1.068468306594239
3,6,1.0827145506821623
3,7,1.0971507446912578
3,8,1.1117794212871415
3,9,1.1266031469043034
3,10,1.1416245221963608
3,11,1.1568461824923122
3,12,1.1722707982588763
3,13,1.1879010755689945
3,14,1.2037397565765813
3,15,1.2197896199976024
3,16,1.2360534815975706
3,17,1.2525341946855382
3,18,1.2692346506146788
3,19,1.286157779289541
3,20,1.3033065496800682
3,21,1.3206839703424693
3,22,1.3382930899470358
3,23,1.3249101590475654
3,24,1.3425756278348664
3,25,1.3604766362059981
3,26,1.3786163246887448
3,27,1.3969978756845947
3,28,1.415624514027056
3,29,1.434499507547417
3,30,1.453626167648049
3,31,1.4390899059715685
3,32,1.458277771384523
3,33,1.477721475002983
3,34,1.4974244280030227
3,35,1.5173900870430628
3,36,1.5376219548703038
3,37,1.5581235809352414
3,38,1.578898562014378
3,39,1.5631095763942342
3,40,1.583951037412824
3,41,1.6050703845783285
3,42,1.626471323039373
3,43,1.648157607346565
3,44,1.6316760312730993
3,45,1.6534317116900745
3,46,1.6754774678459419
3,47,1.6978171674172213
3,48,1.7204547296494508
3,49,1.7032501823529562
3,50,1.7259601847843287
3,51,1.74897298724812
3,52,1.7722926270780945
3,53,1.795923195439136
3,54,1.8198688380449912
3,55,1.8441337558855913
3,56,1.868722205964066
3,57,1.8936385020435866
3,58,1.918887015404168
3,59,1.944472175609557
3,60,1.9703984712843514
3,61,1.9966704509014763
3,62,2.0232927235801625
3,63,2.050269959894565
3,64,2.077606892693159
3,65,2.1053083179290675
3,66,2.1333790955014553
3,67,2.1618241501081417
3,68,2.1906484721095834
3,69,2.219857118404378
3,70,2.2494552133164363
3,71,2.2794479494939885
3,72,2.3098405888205753
3,73,2.3406384633381827
3,74,2.317232078704801
3,75,2.3481285064208652
3,76,2.3794368865064786
3,77,2.411162711659898
3,78,2.387051084543299
3,79,2.41887843233721
3,80,2.451130144768373
3,81,2.4266188433206892
3,82,2.458973761231632
3,83,2.491760078048053
3,84,2.5249835457553607
3,85,2.5586499930320983
3,86,2.5330634931017775
3,87,2.5077328581707596
3,88,2.5411692962797034
3,89,2.575051553563433
3,90,2.6093855742776118
3,91,2.644177381934646
3,92,2.6177356081152996
3,93,2.6526387495568367
3,94,2.688007266217595
3,95,2.7238473631004965
3,96,2.7601653279418366
3,97,2.796967532314394
4,0,1.0
4,1,1.0133333333333334
4,2,1.0268444444444447
4,3,1.0405357037037037
4,4,1.05440951308642
4,5,1.068468306594239
4,6,1.0827145506821623
4,7,1.097150744691258
4,8,1.111779421287142
4,9,1.1006616270742704
4,10,1.1153371154352605
4,11,1.1302082769743973
4,12,1.1452777206673892
4,13,1.1605480902762875
4,14,1.176022064813305
4,15,1.1917023590108156
4,16,1.2075917237976268
4,17,1.223692946781595
4,18,1.240008852738683
4,19,1.227608764211296
4,20,1.2439768810674465
4,21,1.2605632394816793
4,22,1.2773707493414348
4,23,1.2944023593326541
4,24,1.2814583357393277
4,25,1.2985444468825191
4,26,1.3158583728409528
4,27,1.333403151145499
4,28,1.3511818598274388
4,29,1.369197617958471
4,30,1.3874535861979174
4,31,1.405952967347223
4,32,1.4246990069118528
4,33,1.4436949936706776
4,34,1.462944260252953
4,35,1.4824501837229924
4,36,1.4676256818857625
4,37,1.4529494250669048
4,38,1.472322084067797
4,39,1.457598863227119
4,40,1.443022874594848
4,41,1.462263179589446
4,42,1.4817600219839722
4,43,1.5015168222770918
4,44,1.5215370465741198
4,45,1.5418242071951083
4,46,1.5623818632910431
4,47,1.5832136214682568
4,48,1.6043231364211668
4,49,1.625714111573449
4,50,1.6473902997277614
4,51,1.6693555037241314
4,52,1.69161357710712
4,53,1.7141684248018816
4,54,1.7370240037992406
4,55,1.7601843238498969
4,56,1.7836534481678952
4,57,1.8074354941434672
4,58,1.8315346340653802
4,59,1.8559550958529187
4,60,1.8807011637976245
4,61,1.9057771793149259
4,62,1.8867194075217766
4,63,1.9118756662887337
4,64,1.9373673418392499
4,65,1.9179936684208574
4,66,1.9435669173331351
4,67,1.9694811428975767
4,68,1.9957408914695445
4,69,2.022350770022472
4,70,2.0493154469561046
4,71,2.0766396529155196
4,72,2.1043281816210597
4,73,2.1323858907093407
4,74,2.1110620318022475
4,75,2.139209525559611
4,76,2.1677323192337394
4,77,2.146054996041402
4,78,2.1245944460809882
4,79,2.1529223720287356
4,80,2.181628003655785
4,81,2.210716377037862
4,82,2.240192595398367
4,83,2.2177906694443834
4,84,2.247361211703642
4,85,2.2773260278596905
4,86,2.30769037489782
4,87,2.3384595798964574
4,88,2.369639040961743
4,89,2.4012342281745664
4,90,2.377221885892821
4,91,2.408918177704725
4,92,2.441037086740789
4,93,2.4735842478973322
4,94,2.50656537120263
4,95,2.4814997174906037
4,96,2.5145863803904787
4,97,2.5481141987956852
5,0,1.0
5,1,1.0133333333333332
5,2,1.0268444444444444
5,3,1.0405357037037037
5,4,1.0544095130864197
5,5,1.0684683065942384
5,6,1.0827145506821616
5,7,1.0971507446912572
5,8,1.1117794212871404
5,9,1.1266031469043023
5,10,1.1416245221963597
5,11,1.1568461824923113
5,12,1.1722707982588754
5,13,1.1879010755689938
5,14,1.2037397565765806
5,15,1.191702359010815
5,16,1.207591723797626
5,17,1.223692946781594
5,18,1.240008852738682
5,19,1.256542304108531
5,20,1.273296201496645
5,21,1.2902734841832666
5,22,1.3074771306390434
5,23,1.3249101590475638
5,24,1.3425756278348648
5,25,1.3604766362059966
5,26,1.3468718698439366
5,27,1.3648301614418559
5,28,1.3830278969277474
5,29,1.401468268886784
5,30,1.420154512471941
5,31,1.4059529673472215
5,32,1.424699006911851
5,33,1.4436949936706758
5,34,1.4629442602529512
5,35,1.4824501837229906
5,36,1.5022161861726306
5,37,1.5222457353215988
5,38,1.5070232779683828
5,39,1.527116921674628
5,40,1.54747848063029
5,41,1.5681115270386936
5,42,1.589019680732543
5,43,1.5731294839252175
5,44,1.5941045437108872
5,45,1.6153592709603655
5,46,1.6368973945731704
5,47,1.6587226931674792
5,48,1.6808389957430454
5,49,1.703250182352953
5,50,1.7259601847843253
5,51,1.7489729872481166
5,52,1.7314832573756354
5,53,1.7545697008073102
5,54,1.7779639634847413
5,55,1.801670149664538
5,56,1.8256924183267316
5,57,1.850034983904421
5,58,1.8747021170231468
5,59,1.8996981452501223
5,60,1.880701163797621
5,61,1.8618941521596448
5,62,1.8867194075217735
5,63,1.9118756662887306
5,64,1.9373673418392467
5,65,1.963198906397104
5,66,1.9893748918157323
5,67,2.0158998903732757
5,68,2.0427785555782525
5,69,2.070015602985962
5,70,2.0493154469561023
5,71,2.076639652915517
5,72,2.1043281816210575
5,73,2.1323858907093385
5,74,2.1608177025854634
5,75,2.1896286052866025
5,76,2.21882365335709
5,77,2.248407968735185
5,78,2.278386741651654
5,79,2.308765231540343
5,80,2.3395487679608813
5,81,2.3707427515336925
5,82,2.402352654887475
5,83,2.434384023619308
5,84,2.410040183383115
5,85,2.44217405249489
5,86,2.4747363731948218
5,87,2.5077328581707534
5,88,2.5411692962796972
5,89,2.575051553563426
5,90,2.609385574277605
5,91,2.64417738193464
5,92,2.679433080360435
5,93,2.715158854765242
5,94,2.7513609728287785
5,95,2.788045785799829
5,96,2.8252197296104935
5,97,2.8628893260053
6,0,1.0
6,1,1.0133333333333332
6,2,1.0268444444444444
6,3,1.016576
6,4,1.0301303466666665
6,5,1.0438654179555555
6,6,1.033426763776
6,7,1.0472057872930132
6,8,1.0611685311235868
6,9,1.0753174448719014
6,10,1.0896550108035266
6,11,1.1041837442809073
6,12,1.1189061942046525
6,13,1.1338249434607146
6,14,1.1224866940261073
6,15,1.137453183279789
6,16,1.1260786514469912
6,17,1.1410930334662845
6,18,1.1563076072458351
6,19,1.1717250420091128
6,20,1.1873480425692347
6,21,1.1754745621435423
6,22,1.1911475563054563
6,23,1.2070295237228628
6,24,1.223123250705834
6,25,1.2108920181987757
6,26,1.198783098016788
6,27,1.214766872657012
6,28,1.230963764292439
6,29,1.2473766144830045
6,30,1.2640083026761115
6,31,1.2808617467117929
6,32,1.2979399033346168
6,33,1.3152457687124115
6,34,1.3020933110252875
6,35,1.3194545551722914
6,36,1.3370472825745885
6,37,1.3548745796755832
6,38,1.3413258338788274
6,39,1.3592101783305452
6,40,1.3773329807082857
6,41,1.3956974204510626
6,42,1.41430671939041
6,43,1.400163652196506
6,44,1.4188325008924592
6,45,1.4377502675710252
6,46,1.4569202711386386
6,47,1.4763458747538203
6,48,1.461582416006282
6,49,1.4810701815530325
6,50,1.5008177839737393
6,51,1.520828687760056
6,52,1.541106403596857
6,53,1.5616544889781485
6,54,1.546037944088367
6,55,1.5666517833428784
6,56,1.58754047378745
6,57,1.608707680104616
6,58,1.6301571158393444
6,59,1.6518925440505359
6,60,1.6739177779712098
6,61,1.6962366816774923
6,62,1.7188531707665258
6,63,1.7016646390588606
6,64,1.7243535009129785
6,65,1.7071099659038487
6,66,1.7298714321159
6,67,1.7529363845441122
6,68,1.7763088696713671
6,69,1.7999929879336518
6,70,1.8239928944394337
6,71,1.8483127996986266
6,72,1.8298296717016402
6,73,1.8542274006576627
6,74,1.8789504326664312
6,75,1.9040031051019835
6,76,1.92938981317001
6,77,1.9100959150383099
6,78,1.9355638605721541
6,79,1.9613713787131164
6,80,1.9875229970959576
6,81,2.0140233037239033
6,82,1.9938830706866641
6,83,1.9739442399797975
6,84,1.9542047975799994
6,85,1.9346627496041995
6,86,1.9604582529322556
6,87,1.9865976963046854
6,88,2.013085665588748
6,89,2.039926807796598
6,90,2.0671258319005528
6,91,2.0946875096592263
6,92,2.1226166764546828
6,93,2.150918232140745
6,94,2.179597141902622
6,95,2.2086584371279905
6,96,2.1865718527567104
6,97,2.2157261441267995
7,0,1.0
7,1,0.99
7,2,1.0032000000000008
7,3,1.016576000000001
7,4,1.0301303466666678
7,5,1.0438654179555567
7,6,1.033426763776001
7,7,1.0472057872930143
7,8,1.0611685311235879
7,9,1.0753174448719027
7,10,1.0896550108035281
7,11,1.1041837442809086
7,12,1.118906194204654
7,13,1.1338249434607162
7,14,1.1489426093735258
7,15,1.1642618441651729
7,16,1.1797853354207084
7,17,1.1955158065596512
7,18,1.21145601731378
7,19,1.227608764211297
7,20,1.2153326765691839
7,21,1.231537112256773
7,22,1.2479576070868632
7,23,1.2645970418480212
7,24,1.2814583357393283
7,25,1.2985444468825196
7,26,1.3158583728409532
7,27,1.3334031511454991
7,28,1.351181859827439
7,29,1.3691976179584726
7,30,1.3874535861979187
7,31,1.4059529673472246
7,32,1.4246990069118541
7,33,1.4436949936706789
7,34,1.4629442602529548
7,35,1.482450183722994
7,36,1.5022161861726337
7,37,1.4871940243109074
7,38,1.5070232779683863
7,39,1.5271169216746316
7,40,1.5474784806302933
7,41,1.5681115270386974
7,42,1.5890196807325465
7,43,1.6102066098089807
7,44,1.6316760312731005
7,45,1.6534317116900752
7,46,1.675477467845943
7,47,1.6978171674172224
7,48,1.7204547296494535
7,49,1.7433941260447792
7,50,1.7666393810587098
7,51,1.7489729872481226
7,52,1.7722926270780972
7,53,1.7959231954391384
7,54,1.8198688380449932
7,55,1.8441337558855928
7,56,1.8687222059640687
7,57,1.8936385020435893
7,58,1.9188870154041706
7,59,1.9444721756095598
7,60,1.9703984712843536
7,61,1.9506944865715101
7,62,1.9767037463924637
7,63,2.0030597963443637
7,64,2.029767260295622
7,65,2.0568308237662305
7,66,2.036262515528568
7,67,2.0634126824022827
7,68,2.09092485150098
7,69,2.1188038495209938
7,70,2.0976158110257836
7,71,2.125584021839461
7,72,2.153925142130654
7,73,2.1826441440257303
7,74,2.211746065946074
7,75,2.241236013492022
7,76,2.2711191603385825
7,77,2.2484079687351968
7,78,2.278386741651666
7,79,2.308765231540355
7,80,2.3395487679608933
7,81,2.3707427515337054
7,82,2.4023526548874883
7,83,2.4343840236193213
7,84,2.466842477267579
7,85,2.4997337102978134
7,86,2.533063493101784
7,87,2.5668376730098084
7,88,2.54116929627971
7,89,2.5750515535634397
7,90,2.6093855742776193
7,91,2.6441773819346546
7,92,2.6794330803604502
7,93,2.715158854765257
7,94,2.751360972828794
7,95,2.7880457857998446
7,96,2.8252197296105095
7,97,2.8628893260053165
8,0,1.0
8,1,1.0133333333333334
8,2,1.0268444444444444
8,3,1.0405357037037037
8,4,1.05440951308642
8,5,1.068468306594239
8,6,1.0827145506821632
8,7,1.0971507446912585
8,8,1.1117794212871421
8,9,1.126603146904304
8,10,1.1416245221963615
8,11,1.1568461824923129
8,12,1.1722707982588771
8,13,1.1879010755689954
8,14,1.2037397565765817
8,15,1.2197896199976028
8,16,1.2360534815975708
8,17,1.2525341946855382
8,18,1.2692346506146786
8,19,1.2861577792895411
8,20,1.3033065496800684
8,21,1.3206839703424695
8,22,1.338293089947036
8,23,1.3561369978129962
8,24,1.3425756278348662
8,25,1.3604766362059975
8,26,1.3786163246887442
8,27,1.3648301614418568
8,28,1.351181859827438
8,29,1.3691976179584708
8,30,1.3555056417788862
8,31,1.3735790503359377
8,32,1.3918934376737504
8,33,1.4104520168427335
8,34,1.3963474966743061
8,35,1.4149654632966304
8,36,1.4338316694739186
8,37,1.4529494250669044
8,38,1.4723220840677962
8,39,1.4575988632271182
8,40,1.4770335147368132
8,41,1.4967272949333041
8,42,1.516683658865748
8,43,1.5369061076506243
8,44,1.557398189085966
8,45,1.578163498273779
8,46,1.5992056782507627
8,47,1.6205284206274393
8,48,1.6421354662358052
8,49,1.664030605785616
8,50,1.6862176805294256
8,51,1.7087005829364847
8,52,1.731483257375638
8,53,1.754569700807313
8,54,1.777963963484744
8,55,1.8016701496645402
8,56,1.7836534481678947
8,57,1.8074354941434672
8,58,1.8315346340653802
8,59,1.8559550958529187
8,60,1.8807011637976245
8,61,1.9057771793149259
8,62,1.9311875417057922
8,63,1.9569367089285359
8,64,1.9830291983809165
8,65,2.009469587692662
8,66,2.036262515528564
8,67,2.0634126824022783
8,68,2.0909248515009753
8,69,2.1188038495209884
8,70,2.1470545675146018
8,71,2.17568196174813
8,72,2.204691054571439
8,73,2.2340869352990596
8,74,2.2638747611030468
8,75,2.241236013492016
8,76,2.2711191603385763
8,77,2.301400749143091
8,78,2.3320860924649995
8,79,2.3631805736978664
8,80,2.394689648013838
8,81,2.4266188433206892
8,82,2.4589737612316314
8,83,2.491760078048053
8,84,2.5249835457553607
8,85,2.558649993032099
8,86,2.592765326272527
8,87,2.6273355306228274
8,88,2.662366671031132
8,89,2.6978648933115474
8,90,2.733836425222368
8,91,2.770287577558667
8,92,2.8072247452594494
8,93,2.8446544085295757
8,94,2.8825831339766377
8,95,2.9210175757629937
8,96,2.9599644767731665
8,97,2.999430669796809
9,0,1.0
9,1,1.0133333333333334
9,2,1.0268444444444447
9,3,1.0405357037037037
9,4,1.05440951308642
9,5,1.068468306594239
9,6,1.082714550682162
9,7,1.0971507446912576
9,8,1.1117794212871412
9,9,1.1266031469043032
9,10,1.1416245221963606
9,11,1.1568461824923122
9,12,1.1722707982588765
9,13,1.187901075568995
9,14,1.2037397565765813
9,15,1.2197896199976022
9,16,1.2360534815975703
9,17,1.252534194685538
9,18,1.2692346506146783
9,19,1.2861577792895404
9,20,1.3033065496800678
9,21,1.3206839703424684
9,22,1.338293089947035
9,23,1.3561369978129958
9,24,1.3742188244505023
9,25,1.3925417421098425
9,26,1.4111089653379738
9,27,1.4299237515424799
9,28,1.4156245140270551
9,29,1.434499507547416
9,30,1.4536261676480484
9,31,1.4730078498833554
9,32,1.492647954548467
9,33,1.5125499272757796
9,34,1.532717259639457
9,35,1.553153489767983
9,36,1.5738622029648892
9,37,1.5948470323377542
9,38,1.5788985620143765
9,39,1.5631095763942326
9,40,1.5839510374128225
9,41,1.5681115270386943
9,42,1.5524304117683074
9,43,1.5369061076506243
9,44,1.5573981890859672
9,45,1.5781634982737802
9,46,1.599205678250764
9,47,1.620528420627441
9,48,1.6421354662358072
9,49,1.664030605785618
9,50,1.6473902997277619
9,51,1.669355503724132
9,52,1.6916135771071203
9,53,1.714168424801882
9,54,1.7370240037992402
9,55,1.7601843238498964
9,56,1.7836534481678952
9,57,1.8074354941434672
9,58,1.8315346340653802
9,59,1.8132192877247264
9,60,1.8373955448943895
9,61,1.8618941521596482
9,62,1.8432752106380517
9,63,1.8678522134465587
9,64,1.8927569096258463
9,65,1.8738293405295878
9,66,1.8988137317366491
9,67,1.924131248159805
9,68,1.9497863314686026
9,69,1.9757834825548508
9,70,2.0021272623222486
9,71,2.028822292486545
9,72,2.055873256386366
9,73,2.083284899804851
9,74,2.1110620318022493
9,75,2.139209525559613
9,76,2.1677323192337417
9,77,2.196635416823525
9,78,2.225923889047839
9,79,2.2556028742351435
9,80,2.233046845492792
9,81,2.262820803432697
9,82,2.2929917474784665
9,83,2.3235649707781794
9,84,2.354545837055222
9,85,2.385939781549291
9,86,2.4177523119699487
9,87,2.449989009462881
9,88,2.482655529589053
9,89,2.4578289742931623
9,90,2.4906000272837385
9,91,2.523808027647522
9,92,2.5574588013494886
9,93,2.5318842133359936
9,94,2.5065653712026337
9,95,2.539986242818669
9,96,2.5738527260562516
9,97,2.6081707624036685
10,0,1.0
10,1,1.0133333333333332
10,2,1.0268444444444444
10,3,1.016576
10,4,1.030130346666667
10,5,1.0438654179555558
10,6,1.0577836235282967
10,7,1.0718874051753406
10,8,1.0611685311235872
10,9,1.0753174448719018
10,10,1.0896550108035272
10,11,1.1041837442809075
10,12,1.118906194204653
10,13,1.133824943460716
10,14,1.1489426093735253
10,15,1.1642618441651724
10,16,1.1797853354207084
10,17,1.1955158065596512
10,18,1.21145601731378
10,19,1.1993414571406422
10,20,1.2153326765691839
10,21,1.203179349803492
10,22,1.2192217411342052
10,23,1.2354780310159947
10,24,1.2519510714295417
10,25,1.2686437523819356
10,26,1.2855590024136945
10,27,1.302699789112544
10,28,1.3200691196340448
10,29,1.3376700412291656
10,30,1.3555056417788875
10,31,1.3735790503359395
10,32,1.3918934376737522
10,33,1.4104520168427352
10,34,1.4292580437339715
10,35,1.4483148176504246
10,36,1.4676256818857636
10,37,1.4871940243109072
10,38,1.4723220840677982
10,39,1.4919530451887022
10,40,1.5118457524578854
10,41,1.5320036958239907
10,42,1.5524304117683103
10,43,1.5731294839252212
10,44,1.5941045437108907
10,45,1.6153592709603695
10,46,1.6368973945731746
10,47,1.6587226931674837
10,48,1.6808389957430498
10,49,1.7032501823529569
10,50,1.7259601847843298
10,51,1.748972987248121
10,52,1.772292627078096
10,53,1.7959231954391375
10,54,1.8198688380449923
10,55,1.844133755885592
10,56,1.8687222059640667
10,57,1.8936385020435873
10,58,1.9188870154041686
10,59,1.9444721756095578
10,60,1.970398471284352
10,61,1.996670450901477
10,62,2.0232927235801634
10,63,2.0502699598945657
10,64,2.07760689269316
10,65,2.0568308237662287
10,66,2.0842552347497785
10,67,2.0634126824022805
10,68,2.090924851500978
10,69,2.118803849520991
10,70,2.097615811025781
10,71,2.1255840218394577
10,72,2.15392514213065
10,73,2.182644144025725
10,74,2.2117460659460675
10,75,2.189628605286607
10,76,2.218823653357095
10,77,2.2484079687351897
10,78,2.2783867416516586
10,79,2.308765231540347
10,80,2.3395487679608853
10,81,2.370742751533697
10,82,2.40235265488748
10,83,2.4343840236193133
10,84,2.4668424772675706
10,85,2.499733710297805
10,86,2.533063493101776
10,87,2.5668376730098
10,88,2.601062175316597
10,89,2.6357430043208185
10,90,2.67088624437843
10,91,2.7064980609701426
10,92,2.7425847017830782
10,93,2.779152497806853
10,94,2.816207864444278
10,95,2.8537573026368683
10,96,2.89180740000536
10,97,2.930364832005431
11,0,1.0
11,1,1.0133333333333334
11,2,1.0268444444444447
11,3,1.0405357037037042
11,4,1.0301303466666671
11,5,1.043865417955556
11,6,1.057783623528297
11,7,1.0718874051753406
11,8,1.086179237244346
11,9,1.1006616270742706
11,10,1.115337115435261
11,11,1.1302082769743977
11,12,1.1452777206673899
11,13,1.1605480902762886
11,14,1.176022064813306
11,15,1.1917023590108164
11,16,1.2075917237976277
11,17,1.2236929467815958
11,18,1.2400088527386839
11,19,1.227608764211297
11,20,1.2439768810674476
11,21,1.2605632394816804
11,22,1.2773707493414361
11,23,1.2944023593326555
11,24,1.3116610574570906
11,25,1.3291498715565189
11,26,1.3468718698439393
11,27,1.3648301614418583
