feature_removed,auc_with_feature,auc_without_feature,auc_drop_pct,brier_without_feature,brier_change_pct,ece_without_feature
window_return,0.9873481781376519,0.8851094081357238,10.354885162676055,0.1155742071933963,238.86242399698315,0.024493910627975898
vwap_dist,0.9873481781376519,0.983835791401581,0.35573942544726334,0.034562868323810926,1.337985567114689,0.016075761090218358
overnight_ret,0.9873481781376519,0.985935391363023,0.14308901418076,0.033760256228451,-1.0152650998602835,0.021135948952268224
body_to_atr,0.9873481781376519,0.9866854636591479,0.06712064631080673,0.034074853519519194,-0.09286897685797947,0.018502242266885266
