ticker,date,window,side,prob_win_intraday,entry_time,entry_price,tp_mult,sl_mult,time_stop_bars,tp_price,sl_price,atr14,ema20
CAT,2024-08-06 00:00:00-04:00,OPEN,SELL,0.8333797370501599,2024-08-06 09:30:00-04:00,313.715,0.8,0.6,16,305.45271428571425,319.91171428571425,10.327857142857154,337.0671632166107
AMD,2024-08-06 00:00:00-04:00,CLOSE,SELL,0.7605091687394645,2024-08-06 14:00:00-04:00,132.92,0.8,0.6,16,125.3342857142857,138.6092857142857,9.482142857142858,149.24436851321008
XOM,2024-09-11 00:00:00-04:00,OPEN,SELL,0.7108604203995598,2024-09-11 09:30:00-04:00,110.65,0.8,0.6,16,108.67428571428572,112.13178571428573,2.4696428571428575,115.35752459814398
AAPL,2025-01-28 00:00:00-05:00,OPEN,SELL,0.7901124006908995,2025-01-28 09:30:00-05:00,230.85,0.8,0.6,16,226.004,234.4845,6.0575,234.37911893325938
JPM,2025-03-04 00:00:00-05:00,OPEN,SELL,0.787157114078157,2025-03-04 09:30:00-05:00,257.23,0.8,0.6,16,252.4097142857143,260.8452142857143,6.025357142857148,265.2744801611426
GS,2025-03-04 00:00:00-05:00,OPEN,SELL,0.7624561410610515,2025-03-04 09:30:00-05:00,596.625,0.8,0.6,16,582.8932857142858,606.9237857142857,17.164642857142855,629.6371273562794
MS,2025-03-04 00:00:00-05:00,OPEN,SELL,0.7192006797788528,2025-03-04 09:30:00-05:00,125.54,0.8,0.6,16,122.57600000000001,127.763,3.704999999999996,133.7936420958064
GS,2025-04-02 00:00:00-04:00,OPEN,SELL,0.7235303259276376,2025-04-02 09:30:00-04:00,541.185,0.8,0.6,16,527.9812857142857,551.0877857142857,16.50464285714285,567.1655454480702
MS,2025-04-02 00:00:00-04:00,OPEN,SELL,0.7181173679333058,2025-04-02 09:30:00-04:00,113.965,0.8,0.6,16,110.99814285714285,116.19014285714286,3.7085714285714295,120.68568452233583
CVX,2025-04-04 00:00:00-04:00,OPEN,SELL,0.8584646290666411,2025-04-04 09:30:00-04:00,152.245,0.8,0.6,16,149.76442857142857,154.10542857142858,3.1007142857142855,162.19986642334234
TSLA,2025-04-08 00:00:00-04:00,CLOSE,SELL,0.8491323346725579,2025-04-08 14:00:00-04:00,233.665,0.8,0.6,16,216.14442857142856,246.80542857142856,21.900714285714287,263.9102856536979
AMZN,2025-04-08 00:00:00-04:00,CLOSE,SELL,0.7744989578983094,2025-04-08 14:00:00-04:00,175.08,0.8,0.6,16,168.36257142857144,180.11807142857145,8.396785714285722,192.7236902545167
QQQ,2025-04-08 00:00:00-04:00,CLOSE,SELL,0.7525176011866846,2025-04-08 14:00:00-04:00,426.34,0.8,0.6,16,415.0245714285714,434.8265714285714,14.1442857142857,469.6599029636271
AAPL,2025-04-08 00:00:00-04:00,CLOSE,SELL,0.7328336358774887,2025-04-08 14:00:00-04:00,178.2,0.8,0.6,16,171.70485714285712,183.07135714285712,8.118928571428574,214.2373715712568
CAT,2025-04-08 00:00:00-04:00,OPEN,SELL,0.7190906747842499,2025-04-08 09:30:00-04:00,289.89,0.8,0.6,16,281.3402857142857,296.3022857142857,10.687142857142845,325.17980311412185
IWM,2025-04-08 00:00:00-04:00,CLOSE,SELL,0.7131882395901201,2025-04-08 14:00:00-04:00,178.07,0.8,0.6,16,173.13885714285715,181.76835714285713,6.163928571428572,199.31189968910007
AAPL,2025-04-09 00:00:00-04:00,OPEN,SELL,0.8367980577669413,2025-04-09 09:30:00-04:00,172.18,0.8,0.6,16,164.8182857142857,177.70128571428572,9.20214285714286,210.2909552311371
AAPL,2025-04-10 00:00:00-04:00,OPEN,SELL,0.8459041214821924,2025-04-10 09:30:00-04:00,189.065,0.8,0.6,16,180.20442857142856,195.71042857142857,11.075714285714287,209.16705473293356
CVX,2025-04-10 00:00:00-04:00,OPEN,SELL,0.7345777396382995,2025-04-10 09:30:00-04:00,143.25,0.8,0.6,16,138.84542857142858,146.55342857142858,5.5057142857142845,155.437486912122
GS,2025-04-10 00:00:00-04:00,CLOSE,SELL,0.7280467920223996,2025-04-10 14:00:00-04:00,491.325,0.8,0.6,16,466.8335714285714,509.69357142857143,30.61428571428572,534.7532254828221
CAT,2025-04-10 00:00:00-04:00,OPEN,SELL,0.7136419923900099,2025-04-10 09:30:00-04:00,296.68,0.8,0.6,16,285.6631428571429,304.94264285714286,13.771071428571421,318.4631948394512
PFE,2025-04-10 00:00:00-04:00,OPEN,SELL,0.707553066295869,2025-04-10 09:30:00-04:00,22.25,0.8,0.6,16,21.592285714285715,22.743285714285715,0.8221428571428573,24.45785197103363
AMD,2025-11-06 00:00:00-05:00,OPEN,BUY,0.7440279593706719,2025-11-06 09:30:00-05:00,252.575,0.8,0.6,16,261.3158571428571,246.01935714285713,10.926071428571428,238.98609132617798
TSLA,2025-11-14 00:00:00-05:00,OPEN,SELL,0.724329149522043,2025-11-14 09:30:00-05:00,386.18,0.8,0.6,16,368.2951428571429,399.59364285714287,22.356071428571425,439.1000380617336
TSLA,2025-11-17 00:00:00-05:00,OPEN,SELL,0.7936508507997609,2025-11-17 09:30:00-05:00,398.86,0.8,0.6,16,380.7271428571429,412.45964285714285,22.666071428571424,435.78860586537803
AMD,2025-11-21 00:00:00-05:00,OPEN,SELL,0.7331114481876304,2025-11-21 09:30:00-05:00,208.805,0.8,0.6,16,195.8367142857143,218.5312142857143,16.210357142857145,236.92868282277118
GS,2026-01-05 00:00:00-05:00,OPEN,BUY,0.9439955337326917,2026-01-05 09:30:00-05:00,912.6,0.8,0.6,16,926.7425714285715,901.9930714285714,17.67821428571431,879.3842695055223
AMD,2026-01-21 00:00:00-05:00,OPEN,BUY,0.8422122214791646,2026-01-21 09:30:00-05:00,235.99,0.8,0.6,16,243.60057142857144,230.28207142857144,9.513214285714284,218.78418270061488
MSFT,2026-01-29 00:00:00-05:00,OPEN,SELL,0.8181514652202442,2026-01-29 09:30:00-05:00,440.3,0.8,0.6,16,430.072,447.971,12.785,468.6606497508228
