entry_time,cum_pnl
2024-08-06 09:30:00-04:00,-6.196714285714279
2025-01-28 09:30:00-05:00,-9.831214285714282
2025-03-04 09:30:00-05:00,-5.010928571428565
2025-03-04 09:30:00-05:00,8.720785714285682
2025-04-02 09:30:00-04:00,-1.1820000000000732
2025-04-04 09:30:00-04:00,1.298571428571364
2025-04-08 14:00:00-04:00,12.613999999999947
2025-04-08 14:00:00-04:00,19.109142857142814
2025-04-08 14:00:00-04:00,25.826571428571384
2025-04-09 09:30:00-04:00,20.305285714285674
2025-04-10 09:30:00-04:00,24.70985714285709
2025-11-06 09:30:00-05:00,18.15421428571426
2025-11-14 09:30:00-05:00,4.7405714285714
2025-11-17 09:30:00-05:00,-8.85907142857144
2025-11-21 09:30:00-05:00,4.109214285714273
2026-01-05 09:30:00-05:00,18.251785714285887
2026-01-21 09:30:00-05:00,25.86235714285732
2026-01-29 09:30:00-05:00,36.09035714285733
