ticker,date,window,side,prob_win_intraday,entry_time,entry_price,tp_mult,sl_mult,time_stop_bars,tp_price,sl_price,atr14,ema20
NVDA,2024-02-13 00:00:00-05:00,OPEN,BUY,0.6829293383649181,2024-02-13 09:30:00-05:00,704.125,0.8,0.6,16,724.6156666666667,688.7570000000001,25.613333333333305,698.287457976676
NVDA,2024-02-22 00:00:00-05:00,OPEN,BUY,0.7249765316421625,2024-02-22 09:30:00-05:00,750.97,0.8,0.6,16,775.4513333333333,732.609,30.60166666666665,709.6167567149646
NVDA,2024-04-10 00:00:00-04:00,OPEN,SELL,0.8176776114984078,2024-04-10 09:30:00-04:00,839.42,0.8,0.6,16,814.9942857142856,857.7392857142856,30.53214285714285,879.6689714584508
NVDA,2024-04-22 00:00:00-04:00,CLOSE,SELL,0.6270710593923295,2024-04-22 14:00:00-04:00,794.325,0.8,0.6,16,763.9035714285715,817.1410714285714,38.02678571428571,862.0172542773628
NVDA,2024-04-25 00:00:00-04:00,OPEN,SELL,0.6351152397091976,2024-04-25 09:30:00-04:00,789.23,0.8,0.6,16,757.296,813.1805,39.917500000000004,847.3329021799408
NVDA,2024-05-23 00:00:00-04:00,OPEN,BUY,0.658569905307738,2024-05-23 09:30:00-04:00,1020.28,0.8,0.6,16,1042.9397142857142,1003.2852142857142,28.32464285714283,911.973622011225
NVDA,2024-05-31 00:00:00-04:00,OPEN,BUY,0.6559311406991686,2024-05-31 09:30:00-04:00,1124.62,0.8,0.6,16,1156.6979999999999,1100.5614999999998,40.097499999999975,986.6750043249108
NVDA,2024-06-21 00:00:00-04:00,CLOSE,SELL,0.6450269617336422,2024-06-21 14:00:00-04:00,126.145,0.8,0.6,16,43.96042857142855,187.78342857142857,102.7307142857143,553.9092101090674
MSFT,2024-07-31 00:00:00-04:00,OPEN,SELL,0.6863560829932124,2024-07-31 09:30:00-04:00,420.225,0.8,0.6,16,411.00014285714286,427.1436428571429,11.53107142857145,436.63486915423874
AMZN,2024-08-02 00:00:00-04:00,OPEN,SELL,0.6955865353277448,2024-08-02 09:30:00-04:00,166.725,0.8,0.6,16,161.70242857142856,170.49192857142856,6.278214285714286,185.63883665228937
CVX,2024-08-02 00:00:00-04:00,OPEN,SELL,0.6899435189053226,2024-08-02 09:30:00-04:00,151.745,0.8,0.6,16,149.05357142857144,153.76357142857142,3.364285714285716,157.03537697433524
AMD,2024-08-02 00:00:00-04:00,CLOSE,SELL,0.6262709253980964,2024-08-02 14:00:00-04:00,132.495,0.8,0.6,16,125.6047142857143,137.6627142857143,8.612857142857141,152.66971333608214
SPY,2024-08-02 00:00:00-04:00,OPEN,SELL,0.6187681379059427,2024-08-02 09:30:00-04:00,535.75,0.8,0.6,16,529.1228571428571,540.7203571428571,8.283928571428564,548.0219078064903
QQQ,2024-08-05 00:00:00-04:00,OPEN,SELL,0.6098953411857282,2024-08-05 09:30:00-04:00,424.6,0.8,0.6,16,415.47,431.44750000000005,11.412500000000014,471.0594700577862
CAT,2024-08-06 00:00:00-04:00,OPEN,SELL,0.8333797370501599,2024-08-06 09:30:00-04:00,313.715,0.8,0.6,16,305.45271428571425,319.91171428571425,10.327857142857154,337.0671632166107
AMD,2024-08-06 00:00:00-04:00,CLOSE,SELL,0.7605091687394645,2024-08-06 14:00:00-04:00,132.92,0.8,0.6,16,125.3342857142857,138.6092857142857,9.482142857142858,149.24436851321008
NVDA,2024-08-06 00:00:00-04:00,CLOSE,SELL,0.6166244262982524,2024-08-06 14:00:00-04:00,106.745,0.8,0.6,16,99.93500000000002,111.85249999999999,8.512499999999985,135.12084697829397
AAPL,2024-08-07 00:00:00-04:00,OPEN,SELL,0.6862417640956296,2024-08-07 09:30:00-04:00,206.9,0.8,0.6,16,201.14971428571428,211.2127142857143,7.187857142857147,218.54444135560334
XOM,2024-09-11 00:00:00-04:00,OPEN,SELL,0.7108604203995598,2024-09-11 09:30:00-04:00,110.65,0.8,0.6,16,108.67428571428572,112.13178571428573,2.4696428571428575,115.35752459814398
AAPL,2025-01-28 00:00:00-05:00,OPEN,SELL,0.7901124006908995,2025-01-28 09:30:00-05:00,230.85,0.8,0.6,16,226.004,234.4845,6.0575,234.37911893325938
WMT,2025-02-25 00:00:00-05:00,OPEN,SELL,0.6509337009498469,2025-02-25 09:30:00-05:00,94.315,0.8,0.6,16,92.54985714285714,95.63885714285715,2.2064285714285723,99.12121226862271
JPM,2025-03-04 00:00:00-05:00,OPEN,SELL,0.787157114078157,2025-03-04 09:30:00-05:00,257.23,0.8,0.6,16,252.4097142857143,260.8452142857143,6.025357142857148,265.2744801611426
GS,2025-03-04 00:00:00-05:00,OPEN,SELL,0.7624561410610515,2025-03-04 09:30:00-05:00,596.625,0.8,0.6,16,582.8932857142858,606.9237857142857,17.164642857142855,629.6371273562794
MS,2025-03-04 00:00:00-05:00,OPEN,SELL,0.7192006797788528,2025-03-04 09:30:00-05:00,125.54,0.8,0.6,16,122.57600000000001,127.763,3.704999999999996,133.7936420958064
TSLA,2025-03-04 00:00:00-05:00,CLOSE,SELL,0.6459284398596463,2025-03-04 14:00:00-05:00,276.19,0.8,0.6,16,260.33285714285716,288.08285714285716,19.821428571428566,335.0803377178174
SPY,2025-03-04 00:00:00-05:00,OPEN,SELL,0.6161822381323517,2025-03-04 09:30:00-05:00,579.71,0.8,0.6,16,573.5645714285714,584.3190714285714,7.681785714285719,598.6003067043702
GS,2025-03-20 00:00:00-04:00,OPEN,SELL,0.6482314146492842,2025-03-20 09:30:00-04:00,552.315,0.8,0.6,16,535.2650000000001,565.1025000000001,21.3125,577.4177063073514
JPM,2025-03-20 00:00:00-04:00,OPEN,SELL,0.6007450571102477,2025-03-20 09:30:00-04:00,236.3,0.8,0.6,16,230.2677142857143,240.8242142857143,7.5403571428571485,245.84087184983474
GS,2025-04-02 00:00:00-04:00,OPEN,SELL,0.7235303259276376,2025-04-02 09:30:00-04:00,541.185,0.8,0.6,16,527.9812857142857,551.0877857142857,16.50464285714285,567.1655454480702
MS,2025-04-02 00:00:00-04:00,OPEN,SELL,0.7181173679333058,2025-04-02 09:30:00-04:00,113.965,0.8,0.6,16,110.99814285714285,116.19014285714286,3.7085714285714295,120.68568452233583
AMZN,2025-04-02 00:00:00-04:00,OPEN,SELL,0.6435265887547805,2025-04-02 09:30:00-04:00,187.8,0.8,0.6,16,183.0217142857143,191.3837142857143,5.9728571428571495,200.1959275511135
AMZN,2025-04-03 00:00:00-04:00,OPEN,SELL,0.6624234890768125,2025-04-03 09:30:00-04:00,182.9,0.8,0.6,16,177.83428571428573,186.69928571428574,6.3321428571428635,198.9915534986265
CVX,2025-04-04 00:00:00-04:00,OPEN,SELL,0.8584646290666411,2025-04-04 09:30:00-04:00,152.245,0.8,0.6,16,149.76442857142857,154.10542857142858,3.1007142857142855,162.19986642334234
MS,2025-04-04 00:00:00-04:00,OPEN,SELL,0.6625025208308691,2025-04-04 09:30:00-04:00,102.87,0.8,0.6,16,99.25657142857143,105.58007142857143,4.5167857142857155,119.35059435955382
GS,2025-04-04 00:00:00-04:00,OPEN,SELL,0.6590382933685857,2025-04-04 09:30:00-04:00,487.145,0.8,0.6,16,471.4855714285714,498.8895714285714,19.574285714285708,561.437578019849
IWM,2025-04-04 00:00:00-04:00,OPEN,SELL,0.6240809908329401,2025-04-04 09:30:00-04:00,182.47,0.8,0.6,16,178.96085714285715,185.10185714285714,4.386428571428572,203.3333733044131
SPY,2025-04-04 00:00:00-04:00,OPEN,SELL,0.6223740754798511,2025-04-04 09:30:00-04:00,523.64,0.8,0.6,16,515.5291428571428,529.7231428571429,10.138571428571415,565.1800522176284
WMT,2025-04-07 00:00:00-04:00,OPEN,SELL,0.8086596770365957,2025-04-07 09:30:00-04:00,79.97,0.8,0.6,16,78.18228571428571,81.31078571428571,2.234642857142859,87.96248948331349
AMZN,2025-04-07 00:00:00-04:00,OPEN,SELL,0.6547702649305546,2025-04-07 09:30:00-04:00,161.84,0.8,0.6,16,156.01085714285713,166.21185714285716,7.286428571428577,194.56460501815005
